V,Pa,Pr,Pc
10.0,1600.0,7.691162499999999,1592.3088375
10.1,1616.0,7.924212414912499,1608.0757875850875
10.2,1632.0,8.161923174299998,1623.8380768257
10.299999999999999,1647.9999999999998,8.404340925137497,1639.5956590748622
10.399999999999999,1663.9999999999998,8.651511814399996,1655.3484881855998
10.499999999999998,1679.9999999999998,8.903481989062495,1671.0965180109372
10.599999999999998,1695.9999999999995,9.160297596099994,1686.8397024038995
10.699999999999998,1711.9999999999995,9.422004782487493,1702.5779952175121
10.799999999999997,1727.9999999999995,9.688649695199992,1718.3113503047996
10.899999999999997,1743.9999999999995,9.960278481212491,1734.039721518787
10.999999999999996,1759.9999999999995,10.23693728749999,1749.7630627124995
11.099999999999996,1775.9999999999993,10.518672261037487,1765.481327738962
11.199999999999996,1791.9999999999993,10.805529548799987,1781.1944704511993
11.299999999999995,1807.9999999999993,11.097555297762485,1796.9024447022368
11.399999999999995,1823.999999999999,11.394795654899985,1812.605204345099
11.499999999999995,1839.999999999999,11.697296767187483,1828.3027032328116
11.599999999999994,1855.999999999999,12.005104781599979,1843.994895218399
11.699999999999994,1871.999999999999,12.318265845112482,1859.6817341548865
11.799999999999994,1887.999999999999,12.636826104699978,1875.363173895299
11.899999999999993,1903.9999999999989,12.960831707337478,1891.0391682926613
11.999999999999993,1919.9999999999989,13.290328799999976,1906.7096711999989
12.099999999999993,1935.9999999999989,13.625363529662476,1922.3746364703363
12.199999999999992,1951.9999999999986,13.96598204329997,1938.0340179566986
12.299999999999992,1967.9999999999986,14.31223048788747,1953.6877695121111
12.399999999999991,1983.9999999999986,14.66415501039997,1969.3358449895986
12.499999999999991,1999.9999999999986,15.021801757812467,1984.9781982421862
12.59999999999999,2015.9999999999986,15.385216877099966,2000.6147831228986
12.69999999999999,2031.9999999999984,15.754446515237465,2016.2455534847609
12.79999999999999,2047.9999999999984,16.12953681919996,2031.8704631807984
12.89999999999999,2063.999999999998,16.51053393596246,2047.4894660640357
12.99999999999999,2079.999999999998,16.897484012499955,2063.102515987498
13.099999999999989,2095.999999999998,17.290433195787454,2078.7095668042107
13.199999999999989,2111.999999999998,17.68942763279995,2094.3105723671983
13.299999999999988,2127.999999999998,18.094513470512453,2109.9054865294856
13.399999999999988,2143.999999999998,18.505736855899947,2125.494263144098
13.499999999999988,2159.999999999998,18.923143935937446,2141.076856064061
13.599999999999987,2175.999999999998,19.346780857599942,2156.653219142398
13.699999999999987,2191.9999999999977,19.77669376786244,2172.223306232135
13.799999999999986,2207.9999999999977,20.21292881369994,2187.787071186298
13.899999999999986,2223.9999999999977,20.655532142087438,2203.3444678579103
13.999999999999986,2239.9999999999977,21.10454989999993,2218.895450099998
14.099999999999985,2255.9999999999977,21.56002823441243,2234.439971765585
14.199999999999985,2271.9999999999977,22.02201329229993,2249.9779867076977
14.299999999999985,2287.9999999999977,22.490551220637425,2265.5094487793604
14.399999999999984,2303.9999999999973,22.965688166399925,2281.0343118335973
14.499999999999984,2319.9999999999973,23.44747027656242,2296.552529723435
14.599999999999984,2335.9999999999973,23.93594369809992,2312.0640563018974
14.699999999999983,2351.9999999999973,24.431154577987414,2327.56884542201
14.799999999999983,2367.9999999999973,24.933149063199913,2343.0668509367974
14.899999999999983,2383.9999999999973,25.44197330071241,2358.5580266992847
14.999999999999982,2399.9999999999973,25.957673437499903,2374.0423265624972
15.099999999999982,2415.9999999999973,26.4802956205374,2389.5197043794597
15.199999999999982,2431.9999999999973,27.009885996799902,2404.9901140031975
15.299999999999981,2447.999999999997,27.546490713262397,2420.4535092867345
15.39999999999998,2463.999999999997,28.090155916899892,2435.909844083097
15.49999999999998,2479.999999999997,28.64092775468739,2451.3590722453096
15.59999999999998,2495.999999999997,29.198852373599887,2466.801147626397
15.69999999999998,2511.999999999997,29.76397592061238,2482.2360240793846
15.79999999999998,2527.999999999997,30.33634454269988,2497.663655457297
15.899999999999979,2543.999999999997,30.916004386837376,2513.0839956131595
15.999999999999979,2559.9999999999964,31.50300159999987,2528.4969983999963
16.09999999999998,2575.999999999997,32.09738232916238,2543.9026176708344
16.199999999999978,2591.9999999999964,32.69919272129986,2559.3008072786965
16.299999999999976,2607.9999999999964,33.30847892338735,2574.691521076609
16.399999999999977,2623.9999999999964,33.92528708239985,2590.0747129175966
16.49999999999998,2639.9999999999964,34.54966334531236,2605.450336654684
16.599999999999977,2655.9999999999964,35.181653859099846,2620.8183461408967
16.699999999999974,2671.999999999996,35.821304770737335,2636.1786952292587
16.799999999999976,2687.9999999999964,36.46866222719984,2651.5313377727966
16.899999999999977,2703.9999999999964,37.123772375462345,2666.876227624534
16.999999999999975,2719.999999999996,37.78668136249983,2682.2133186374963
17.099999999999973,2735.9999999999955,38.457435335287315,2697.542564664708
17.199999999999974,2751.999999999996,39.13608044079982,2712.863919559196
17.299999999999976,2767.9999999999964,39.82266282601233,2728.177337173984
17.399999999999974,2783.999999999996,40.51722863789981,2743.482771362096
17.49999999999997,2799.9999999999955,41.2198240234373,2758.780175976558
17.599999999999973,2815.9999999999955,41.930495129599805,2774.0695048703956
17.699999999999974,2831.999999999996,42.64928810336231,2789.3507118966336
17.799999999999972,2847.9999999999955,43.37624909169979,2804.6237509082957
17.89999999999997,2863.9999999999955,44.11142424158728,2819.888575758408
17.99999999999997,2879.9999999999955,44.854859699999786,2835.1451402999955
18.099999999999973,2895.9999999999955,45.6066016139123,2850.393398386083
18.19999999999997,2911.9999999999955,46.36669613029977,2865.6333038696957
18.29999999999997,2927.999999999995,47.13518939613726,2880.8648106038577
18.39999999999997,2943.9999999999955,47.91212755839976,2896.0878724415957
18.49999999999997,2959.9999999999955,48.69755676406228,2911.302443235933
18.59999999999997,2975.999999999995,49.49152316009975,2926.508476839895
18.699999999999967,2991.9999999999945,50.29407289348724,2941.7059271065073
18.79999999999997,3007.999999999995,51.10525211119974,2956.8947478887953
18.89999999999997,3023.9999999999955,51.925106960212254,2972.074893039783
18.999999999999968,3039.999999999995,52.75368358749974,2987.246316412495
19.099999999999966,3055.9999999999945,53.59102814003721,3002.4089718599575
19.199999999999967,3071.9999999999945,54.43718676479972,3017.562813235195
19.29999999999997,3087.999999999995,55.29220560876223,3032.7077943912327
19.399999999999967,3103.9999999999945,56.15613081889971,3047.8438691810948
19.499999999999964,3119.9999999999945,57.02900854218719,3062.9709914578075
19.599999999999966,3135.9999999999945,57.910884925599696,3078.089115074395
19.699999999999967,3151.9999999999945,58.8018061161122,3093.198193883882
19.799999999999965,3167.9999999999945,59.701818260699675,3108.2981817392947
19.899999999999963,3183.999999999994,60.61096750633716,3123.389032493657
19.999999999999964,3199.9999999999945,61.529299999999665,3138.470699999995
20.099999999999966,3215.9999999999945,62.456861888662175,3153.543138111332
20.199999999999964,3231.999999999994,63.39369931929965,3168.6063006806944
20.29999999999996,3247.9999999999936,64.33985843888713,3183.6601415611067
20.399999999999963,3263.999999999994,65.29538539439964,3198.7046146055945
20.499999999999964,3279.9999999999945,66.26032633281214,3213.7396736671826
20.599999999999962,3295.999999999994,67.23472740109962,3228.7652725988946
20.69999999999996,3311.9999999999936,68.2186347462371,3243.7813652537566
20.79999999999996,3327.9999999999936,69.21209451519961,3258.787905484794
20.899999999999963,3343.999999999994,70.21515285496213,3273.784847145032
20.99999999999996,3359.9999999999936,71.22785591249959,3288.772144087494
21.09999999999996,3375.9999999999936,72.25024983478707,3303.7497501652065
21.19999999999996,3391.9999999999936,73.28238076879958,3318.717619231194
21.29999999999996,3407.9999999999936,74.32429486151209,3333.6757051384816
21.39999999999996,3423.9999999999936,75.37603825989957,3348.6239617400943
21.499999999999957,3439.999999999993,76.43765711093704,3363.5623428890563
21.59999999999996,3455.9999999999936,77.50919756159955,3378.490802438394
21.69999999999996,3471.9999999999936,78.59070575886206,3393.4092942411316
