V,Pa,Pr,Pc
10.0,1600.0,7.016187500000002,1592.9838124999999
10.1,1616.0,7.228784997437502,1608.7712150025625
10.2,1632.0,7.445634304500001,1624.5543656955
10.299999999999999,1647.9999999999998,7.666777518312499,1640.3332224816872
10.399999999999999,1663.9999999999998,7.892256735999998,1656.1077432639997
10.499999999999998,1679.9999999999998,8.122114054687497,1671.8778859453123
10.599999999999998,1695.9999999999995,8.356391571499996,1687.6436084284996
10.699999999999998,1711.9999999999995,8.595131383562496,1703.404868616437
10.799999999999997,1727.9999999999995,8.838375587999995,1719.1616244119996
10.899999999999997,1743.9999999999995,9.086166281937494,1734.913833718062
10.999999999999996,1759.9999999999995,9.338545562499993,1750.6614544374995
11.099999999999996,1775.9999999999993,9.595555526812491,1766.404444473187
11.199999999999996,1791.9999999999993,9.85723827199999,1782.1427617279994
11.299999999999995,1807.9999999999993,10.123635895187489,1797.8763641048117
11.399999999999995,1823.999999999999,10.39479049349999,1813.605209506499
11.499999999999995,1839.999999999999,10.670744164062489,1829.3292558359367
11.599999999999994,1855.999999999999,10.951539003999986,1845.048460995999
11.699999999999994,1871.999999999999,11.237217110437486,1860.7627828895615
11.799999999999994,1887.999999999999,11.527820580499982,1876.472179419499
11.899999999999993,1903.9999999999989,11.823391511312483,1892.1766084886863
11.999999999999993,1919.9999999999989,12.12397199999998,1907.8760279999988
12.099999999999993,1935.9999999999989,12.42960414368748,1923.5703958563113
12.199999999999992,1951.9999999999986,12.740330039499977,1939.2596699604987
12.299999999999992,1967.9999999999986,13.056191784562477,1954.943808215436
12.399999999999991,1983.9999999999986,13.377231475999977,1970.6227685239987
12.499999999999991,1999.9999999999986,13.703491210937473,1986.2965087890611
12.59999999999999,2015.9999999999986,14.035013086499971,2001.9649869134987
12.69999999999999,2031.9999999999984,14.37183919981247,2017.628160800186
12.79999999999999,2047.9999999999984,14.714011647999971,2033.2859883519984
12.89999999999999,2063.999999999998,15.061572528187469,2048.938427471811
12.99999999999999,2079.999999999998,15.414563937499965,2064.585436062498
13.099999999999989,2095.999999999998,15.773027973062462,2080.2269720269355
13.199999999999989,2111.999999999998,16.13700673199996,2095.8629932679983
13.299999999999988,2127.999999999998,16.50654231143746,2111.4934576885607
13.399999999999988,2143.999999999998,16.881676808499957,2127.1183231914983
13.499999999999988,2159.999999999998,17.262452320312455,2142.7375476796856
13.599999999999987,2175.999999999998,17.648910943999955,2158.3510890559983
13.699999999999987,2191.9999999999977,18.04109477668745,2173.9589052233105
