0,1,2,3,4,5,6
-18.75,-0.6001,0.21042,0.20743,0.014,1.0,0.0333
-18.5,-0.5917,0.20747,0.20448,0.0122,1.0,0.0342
-18.25,-0.3693,0.17308,0.1704,-0.0159,1.0,0.0374
-18.0,-0.3638,0.17116,0.16847,-0.0168,1.0,0.0382
-17.75,-0.3605,0.16887,0.16617,-0.018,1.0,0.0395
-17.5,-0.5648,0.19306,0.19007,0.0041,1.0,0.0376
-17.25,-0.5564,0.19015,0.18716,0.0025,1.0,0.0385
-16.75,-0.3503,0.15935,0.15664,-0.0226,1.0,0.043
-16.5,-0.3479,0.15712,0.15441,-0.0238,1.0,0.0447
-16.25,-0.8715,0.06508,0.06107,-0.0678,1.0,0.0344
-16.0,-0.894,0.05812,0.05395,-0.0706,1.0,0.0346
-15.75,-0.9129,0.05187,0.04754,-0.073,1.0,0.0348
-15.5,-0.9297,0.04616,0.04168,-0.075,1.0,0.035
-15.25,-0.9442,0.04101,0.03636,-0.0768,1.0,0.0354
-15.0,-0.9566,0.03642,0.03162,-0.0781,1.0,0.0356
-14.75,-0.9672,0.03245,0.02747,-0.0791,1.0,0.0359
-14.5,-0.9759,0.02906,0.0239,-0.0797,1.0,0.0362
-14.25,-0.9784,0.02618,0.02094,-0.0794,1.0,0.0367
-14.0,-0.977,0.02401,0.01875,-0.0789,1.0,0.0372
-13.75,-0.9754,0.02217,0.01685,-0.0783,1.0,0.0377
-13.5,-0.974,0.02054,0.01515,-0.0774,1.0,0.0382
-13.25,-0.9727,0.0191,0.01363,-0.0761,1.0,0.0388
-13.0,-0.972,0.01787,0.0123,-0.0742,1.0,0.0394
-12.75,-0.9723,0.01678,0.01111,-0.0716,1.0,0.04
-12.5,-0.975,0.01591,0.01012,-0.0681,1.0,0.0406
-12.25,-0.9817,0.01529,0.00939,-0.0633,1.0,0.041
-12.0,-0.9886,0.01425,0.00835,-0.0583,1.0,0.0416
-11.75,-0.9889,0.01348,0.00758,-0.0542,1.0,0.0422
-11.5,-0.9869,0.01292,0.00701,-0.0504,1.0,0.043
-11.25,-0.9835,0.01235,0.0064,-0.0467,1.0,0.0437
-11.0,-0.9784,0.0118,0.0058,-0.0433,1.0,0.0447
-10.75,-0.9718,0.01127,0.00517,-0.0402,1.0,0.0455
-10.5,-0.9572,0.01058,0.00439,-0.0386,0.9993,0.0466
-10.25,-0.928,0.0097,0.00354,-0.0399,0.9967,0.0482
-10.0,-0.896,0.00909,0.0029,-0.0415,0.9943,0.05
-9.75,-0.8638,0.00864,0.00232,-0.043,0.9919,0.0519
-9.5,-0.8362,0.00785,0.00157,-0.0439,0.9883,0.054
-9.25,-0.8037,0.00738,0.00107,-0.0454,0.9854,0.0562
-9.0,-0.7691,0.00694,0.00054,-0.0473,0.9832,0.0587
-8.75,-0.7375,0.00634,-1e-05,-0.0488,0.9807,0.0615
-8.5,-0.7081,0.00607,-0.00033,-0.0495,0.976,0.0645
-8.25,-0.6759,0.00558,-0.00082,-0.051,0.9729,0.0678
-8.0,-0.6399,0.00526,-0.00115,-0.053,0.9708,0.0717
-7.75,-0.6038,0.00484,-0.00156,-0.0552,0.9692,0.0761
-7.5,-0.575,0.00464,-0.00177,-0.0557,0.9635,0.0804
-7.25,-0.542,0.00433,-0.00208,-0.0571,0.96,0.0857
-7.0,-0.5068,0.00412,-0.00231,-0.0588,0.9571,0.0916
-6.75,-0.4734,0.00383,-0.00255,-0.0603,0.9545,0.0986
-6.5,-0.4494,0.00369,-0.0027,-0.0596,0.9464,0.1051
-6.25,-0.419,0.00351,-0.00286,-0.0602,0.9417,0.1132
-6.0,-0.3919,0.00334,-0.00299,-0.0602,0.936,0.1222
-5.75,-0.3667,0.0032,-0.00311,-0.0597,0.9283,0.1316
-5.5,-0.3382,0.00307,-0.00324,-0.0598,0.9228,0.1427
-5.25,-0.3144,0.00297,-0.00331,-0.0591,0.9135,0.1544
-5.0,-0.2878,0.00285,-0.00339,-0.0588,0.9065,0.1679
-4.75,-0.2632,0.00275,-0.00345,-0.0582,0.8972,0.1821
-4.5,-0.2369,0.00265,-0.00352,-0.0578,0.889,0.1978
-4.25,-0.2118,0.00257,-0.00356,-0.0572,0.8787,0.2147
-4.0,-0.1852,0.00249,-0.00362,-0.0569,0.87,0.2332
-3.75,-0.16,0.00242,-0.00364,-0.0563,0.8585,0.2522
-3.5,-0.1336,0.00236,-0.00369,-0.056,0.8484,0.2729
