0,1,2,3,4,5,6
-18.75,-0.9659,0.11339,0.10998,-0.0339,1.0,0.0277
-18.5,-0.998,0.1035,0.0999,-0.0399,1.0,0.0278
-18.25,-1.023,0.09516,0.09138,-0.045,1.0,0.0279
-18.0,-1.0443,0.08771,0.08377,-0.0496,1.0,0.028
-17.75,-1.0616,0.08138,0.07731,-0.0531,1.0,0.0281
-17.5,-1.0731,0.0763,0.07215,-0.0557,1.0,0.0284
-17.25,-1.0823,0.07154,0.06732,-0.0582,1.0,0.0286
-17.0,-1.0907,0.06693,0.06263,-0.0607,1.0,0.0288
-16.75,-1.0982,0.06248,0.0581,-0.0631,1.0,0.029
-16.5,-1.1045,0.05818,0.05372,-0.0656,1.0,0.0293
-16.25,-1.1097,0.05411,0.04955,-0.0678,1.0,0.0296
-16.0,-1.1136,0.05027,0.04561,-0.07,1.0,0.0298
-15.75,-1.1163,0.0467,0.04193,-0.0719,1.0,0.0302
-15.5,-1.1177,0.04342,0.03854,-0.0735,1.0,0.0305
-15.25,-1.1177,0.04045,0.03544,-0.0747,1.0,0.0309
-15.0,-1.1164,0.03781,0.03267,-0.0756,1.0,0.0313
-14.75,-1.1133,0.03553,0.03025,-0.076,1.0,0.0317
-14.5,-1.11,0.03349,0.02808,-0.076,1.0,0.032
-14.25,-1.1091,0.03138,0.02593,-0.0753,1.0,0.0326
-14.0,-1.1039,0.02985,0.02438,-0.0744,1.0,0.0331
-13.75,-1.0975,0.02861,0.02308,-0.0731,1.0,0.0336
-13.5,-1.0911,0.02753,0.02195,-0.0714,1.0,0.0341
-13.25,-1.0862,0.02657,0.02092,-0.069,1.0,0.0347
-13.0,-1.0847,0.02578,0.02006,-0.0656,1.0,0.0352
-12.75,-1.0866,0.02516,0.01935,-0.0611,1.0,0.0357
-12.5,-1.0827,0.02457,0.01866,-0.0575,1.0,0.0362
-12.25,-1.0827,0.02367,0.01774,-0.0533,1.0,0.0367
-12.0,-1.0798,0.02295,0.01701,-0.0495,1.0,0.0374
-11.75,-1.0731,0.0224,0.01644,-0.0462,1.0,0.038
-11.5,-1.0645,0.02191,0.01592,-0.0432,1.0,0.0388
-11.25,-1.0544,0.02144,0.01539,-0.0404,1.0,0.0397
-11.0,-1.0428,0.02102,0.01489,-0.0378,1.0,0.0406
-10.5,-0.9836,0.01948,0.01331,-0.0401,0.9961,0.0432
-10.25,-0.9501,0.01894,0.01273,-0.0417,0.9942,0.0448
-10.0,-0.9163,0.01851,0.0122,-0.0433,0.9923,0.0463
-9.75,-0.8874,0.01769,0.01141,-0.0442,0.9891,0.0483
-9.5,-0.8539,0.01724,0.01094,-0.0457,0.9865,0.0503
-9.25,-0.8191,0.01677,0.01041,-0.0475,0.9844,0.0524
-9.0,-0.7847,0.01612,0.00979,-0.0493,0.9827,0.0549
-8.75,-0.751,0.01573,0.00937,-0.0508,0.9801,0.0575
-8.5,-0.7207,0.01518,0.00882,-0.0516,0.9759,0.0604
-8.25,-0.6854,0.01476,0.0084,-0.0533,0.9734,0.0636
-8.0,-0.649,0.01427,0.00789,-0.0553,0.9715,0.0672
-7.75,-0.6113,0.01384,0.00748,-0.0575,0.97,0.0715
-7.5,-0.5798,0.0134,0.00705,-0.0584,0.9659,0.0758
-7.25,-0.5491,0.01304,0.00669,-0.059,0.9608,0.0805
-7.0,-0.5166,0.0126,0.00628,-0.0601,0.957,0.0861
-6.75,-0.4853,0.01231,0.00597,-0.0607,0.9528,0.0918
-6.5,-0.4601,0.01192,0.00563,-0.0602,0.9453,0.0985
-6.25,-0.4308,0.01159,0.0053,-0.0604,0.9403,0.1058
-6.0,-0.4048,0.01133,0.00506,-0.0599,0.9329,0.1136
-5.75,-0.3783,0.011,0.00477,-0.0595,0.9257,0.1229
-5.5,-0.3517,0.01073,0.00452,-0.0592,0.9183,0.1329
-5.25,-0.3255,0.01048,0.00429,-0.0587,0.9097,0.1436
-4.75,-0.2724,0.01,0.00387,-0.0579,0.8924,0.1695
-4.5,-0.2456,0.00978,0.00368,-0.0575,0.8833,0.1843
-4.25,-0.219,0.00956,0.0035,-0.0571,0.8732,0.2002
-4.0,-0.1923,0.00937,0.00334,-0.0568,0.8628,0.2173
-3.75,-0.1653,0.00919,0.00317,-0.0565,0.8525,0.2356
-3.5,-0.1385,0.00902,0.00305,-0.0561,0.8407,0.2547
-3.25,-0.1116,0.00885,0.00291,-0.0558,0.8295,0.2752
-3.0,-0.0848,0.00869,0.00279,-0.0555,0.8172,0.297
-2.75,-0.0579,0.00854,0.00269,-0.0552,0.8046,0.3204
-2.5,-0.031,0.00841,0.00259,-0.0548,0.792,0.3453
-2.0,0.0223,0.00813,0.00241,-0.0541,0.765,0.4023
-1.75,0.0487,0.00798,0.00234,-0.0537,0.7512,0.4383
-1.5,0.0749,0.00785,0.00229,-0.0533,0.7373,0.4785
-1.25,0.1009,0.00773,0.00225,-0.0528,0.7231,0.5195
-1.0,0.1271,0.00762,0.00223,-0.0523,0.7084,0.5603
-0.75,0.1532,0.00753,0.00222,-0.0518,0.6939,0.5992
-0.5,0.1794,0.00746,0.00222,-0.0513,0.6796,0.6361
-0.25,0.2055,0.00742,0.00223,-0.0507,0.6654,0.6718
0.0,0.2313,0.0074,0.00225,-0.0501,0.6509,0.7062
0.25,0.2574,0.00736,0.00229,-0.0495,0.6367,0.7392
0.5,0.2834,0.00735,0.00233,-0.0489,0.623,0.7715
0.75,0.3092,0.00737,0.00239,-0.0482,0.6098,0.8027
1.0,0.3347,0.0074,0.00245,-0.0474,0.5964,0.832
1.25,0.3606,0.00744,0.00253,-0.0467,0.5836,0.8604
1.5,0.3863,0.00752,0.00262,-0.0459,0.5714,0.8852
2.0,0.4395,0.00774,0.00282,-0.0447,0.5475,0.927
2.25,0.4683,0.00789,0.00293,-0.0446,0.5362,0.943
2.5,0.4988,0.00805,0.00304,-0.045,0.5245,0.9564
2.75,0.5307,0.0082,0.00315,-0.0456,0.5132,0.9681
3.0,0.5689,0.00839,0.00327,-0.0477,0.5015,0.9742
3.25,0.6053,0.00856,0.0034,-0.0495,0.4896,0.9814
3.5,0.6474,0.00871,0.00351,-0.0525,0.4774,0.9847
3.75,0.6875,0.0089,0.00363,-0.0552,0.4653,0.9893
4.0,0.7286,0.00908,0.00375,-0.058,0.4523,0.9941
4.25,0.7724,0.00922,0.00386,-0.0615,0.4389,0.998
4.5,0.8054,0.00937,0.00397,-0.0627,0.4265,1.0
5.0,0.8469,0.00962,0.00414,-0.06,0.403,1.0
5.25,0.8675,0.00977,0.00425,-0.0586,0.3909,1.0
5.5,0.8876,0.00995,0.00437,-0.0571,0.378,1.0
5.75,0.9079,0.01013,0.00451,-0.0556,0.3642,1.0
6.0,0.9284,0.01032,0.00466,-0.0542,0.3503,1.0
6.25,0.9486,0.01053,0.00483,-0.0527,0.336,1.0
6.5,0.9685,0.01078,0.00501,-0.0512,0.3212,1.0
6.75,0.9883,0.01105,0.00521,-0.0496,0.306,1.0
7.0,1.008,0.01134,0.00544,-0.0481,0.2903,1.0
7.25,1.0278,0.01165,0.00569,-0.0466,0.2744,1.0
7.5,1.0477,0.01199,0.00595,-0.0451,0.2581,1.0
7.75,1.0676,0.01235,0.00625,-0.0437,0.2416,1.0
8.0,1.0874,0.01274,0.00656,-0.0424,0.2253,1.0
8.25,1.107,0.01315,0.0069,-0.041,0.2091,1.0
8.5,1.1262,0.01359,0.00727,-0.0396,0.1933,1.0
