0,1,2,3,4,5,6
-18.75,-1.1371,0.08862,0.08529,-0.0441,1.0,0.021
-18.5,-1.1612,0.0814,0.07795,-0.0479,1.0,0.021
-18.25,-1.1875,0.07394,0.07037,-0.0519,1.0,0.0211
-18.0,-1.2154,0.06645,0.06275,-0.0559,1.0,0.0211
-17.75,-1.2425,0.05896,0.05512,-0.0601,1.0,0.0212
-17.5,-1.2667,0.05193,0.04794,-0.0642,1.0,0.0213
-17.25,-1.2851,0.04585,0.04173,-0.0678,1.0,0.0214
-17.0,-1.2971,0.04087,0.03662,-0.0707,1.0,0.0216
-16.75,-1.303,0.03697,0.03263,-0.0727,1.0,0.0219
-16.5,-1.3038,0.03395,0.02952,-0.0739,1.0,0.0221
-16.25,-1.3011,0.03156,0.02705,-0.0745,1.0,0.0224
-16.0,-1.2959,0.02962,0.02504,-0.0746,1.0,0.0227
-15.75,-1.2891,0.028,0.02334,-0.0743,1.0,0.023
-15.5,-1.2815,0.02659,0.02186,-0.0737,1.0,0.0234
-15.25,-1.2731,0.02537,0.02057,-0.0727,1.0,0.0237
-15.0,-1.2638,0.02434,0.01947,-0.0714,1.0,0.024
-14.75,-1.2535,0.02348,0.01855,-0.0698,1.0,0.0242
-14.5,-1.2468,0.02261,0.0176,-0.0675,1.0,0.0245
-14.25,-1.2506,0.02168,0.01662,-0.0631,1.0,0.0249
-14.0,-1.2504,0.02102,0.01593,-0.0589,1.0,0.0253
-13.75,-1.245,0.02047,0.01534,-0.0554,1.0,0.0257
-13.5,-1.2383,0.01999,0.01483,-0.052,1.0,0.0261
-13.25,-1.2305,0.01956,0.01437,-0.0487,1.0,0.0265
-13.0,-1.2216,0.01915,0.01391,-0.0456,1.0,0.027
-12.5,-1.1661,0.01815,0.01281,-0.0467,0.9978,0.0281
-12.25,-1.138,0.01737,0.01202,-0.0476,0.9963,0.0292
-12.0,-1.1072,0.01685,0.01149,-0.0487,0.995,0.0301
-11.75,-1.0754,0.0164,0.011,-0.05,0.9939,0.0309
-11.5,-1.0428,0.016,0.01056,-0.0513,0.9931,0.0317
-11.25,-1.0155,0.01543,0.00996,-0.0517,0.9905,0.0328
-11.0,-0.9854,0.01493,0.00947,-0.0526,0.9884,0.0339
-10.75,-0.9533,0.01455,0.00906,-0.0537,0.9867,0.0351
-10.5,-0.92,0.01422,0.0087,-0.0551,0.9853,0.0362
-10.25,-0.8875,0.01368,0.00816,-0.0564,0.9841,0.0379
-10.0,-0.8536,0.01329,0.00777,-0.0579,0.983,0.0394
-9.75,-0.8198,0.01297,0.00743,-0.0594,0.9818,0.0408
-9.5,-0.7942,0.01256,0.00702,-0.0591,0.9769,0.0425
-9.25,-0.7645,0.01222,0.00668,-0.0596,0.9733,0.0445
-9.0,-0.7343,0.01196,0.00639,-0.0601,0.9701,0.0462
-8.75,-0.7091,0.01159,0.00603,-0.0596,0.9644,0.0486
-8.5,-0.6832,0.01131,0.00575,-0.0592,0.9583,0.0508
-8.25,-0.6566,0.01105,0.00546,-0.0589,0.9526,0.0529
-8.0,-0.632,0.01076,0.00519,-0.0582,0.9451,0.0559
-7.75,-0.6052,0.01056,0.00495,-0.0579,0.9389,0.0584
-7.5,-0.5799,0.01026,0.00468,-0.0573,0.9314,0.0621
-7.25,-0.5533,0.01007,0.00446,-0.057,0.9245,0.0652
-7.0,-0.527,0.00981,0.00422,-0.0566,0.9174,0.0697
-6.5,-0.4736,0.00939,0.0038,-0.056,0.9015,0.0791
-6.25,-0.4466,0.00921,0.0036,-0.0557,0.8927,0.0843
-6.0,-0.4196,0.00902,0.00342,-0.0555,0.8845,0.0907
-5.75,-0.3926,0.00883,0.00323,-0.0553,0.875,0.0976
-5.5,-0.3653,0.00867,0.00307,-0.055,0.8656,0.1048
-5.25,-0.3381,0.0085,0.00291,-0.0548,0.8551,0.1133
-5.0,-0.3108,0.00833,0.00276,-0.0546,0.845,0.123
-4.5,-0.256,0.00805,0.00248,-0.0543,0.8225,0.1439
-4.25,-0.2285,0.00793,0.00236,-0.0541,0.8112,0.1555
-4.0,-0.2013,0.0078,0.00224,-0.0539,0.7986,0.1692
-3.75,-0.1737,0.00766,0.00214,-0.0537,0.7862,0.1835
-3.5,-0.1463,0.00756,0.00204,-0.0536,0.7736,0.1987
-3.25,-0.119,0.00746,0.00195,-0.0534,0.7601,0.2146
-3.0,-0.0913,0.00736,0.00187,-0.0532,0.7465,0.2317
-2.75,-0.0637,0.00727,0.0018,-0.0531,0.7329,0.2498
-2.5,-0.0362,0.00719,0.00173,-0.0529,0.7192,0.2687
-2.25,-0.0088,0.00713,0.00168,-0.0528,0.7048,0.2885
-2.0,0.0188,0.00706,0.00163,-0.0526,0.6902,0.3092
-1.75,0.0464,0.00698,0.00158,-0.0525,0.6761,0.3318
-1.5,0.0738,0.00691,0.00155,-0.0523,0.6619,0.3567
-1.25,0.1011,0.00685,0.00152,-0.0522,0.6476,0.383
-1.0,0.1282,0.00677,0.00149,-0.052,0.633,0.4144
-0.75,0.1555,0.00667,0.00147,-0.0518,0.6192,0.4515
-0.5,0.1827,0.00659,0.00147,-0.0516,0.6056,0.4906
-0.25,0.2097,0.00653,0.00147,-0.0514,0.5921,0.5287
0.0,0.2369,0.00648,0.00149,-0.0512,0.5786,0.5652
0.25,0.2643,0.00644,0.00151,-0.051,0.566,0.5989
0.5,0.2916,0.00642,0.00153,-0.0508,0.5536,0.632
0.75,0.3185,0.0064,0.00157,-0.0505,0.5411,0.6646
1.0,0.346,0.00637,0.00161,-0.0503,0.5297,0.6958
1.25,0.3731,0.00637,0.00165,-0.0501,0.5187,0.7272
1.5,0.4,0.00637,0.00171,-0.0497,0.5072,0.7577
1.75,0.4272,0.00636,0.00177,-0.0494,0.4972,0.7879
2.0,0.4535,0.00639,0.00184,-0.049,0.4862,0.8177
2.25,0.4806,0.0064,0.00191,-0.0486,0.4767,0.8453
2.5,0.5068,0.00645,0.002,-0.0481,0.4666,0.8713
2.75,0.5333,0.00649,0.00208,-0.0476,0.457,0.8957
3.0,0.5594,0.00658,0.00218,-0.047,0.4472,0.9169
3.25,0.5856,0.00667,0.00227,-0.0464,0.437,0.9352
3.5,0.6123,0.00678,0.00237,-0.046,0.4272,0.9505
3.75,0.6406,0.00693,0.00248,-0.0459,0.4158,0.9626
4.0,0.6712,0.00706,0.00258,-0.0464,0.4048,0.9718
4.25,0.7012,0.00722,0.0027,-0.0468,0.3927,0.9805
4.5,0.7367,0.00741,0.00282,-0.0485,0.3784,0.9846
