0,1,2,3,4,5,6
-18.75,-1.0633,0.09851,0.09504,-0.0401,1.0,0.024
-18.5,-1.0796,0.09213,0.08855,-0.0436,1.0,0.0241
-18.25,-1.0954,0.08586,0.08217,-0.0471,1.0,0.0243
-18.0,-1.1107,0.0798,0.07598,-0.0505,1.0,0.0244
-17.75,-1.1281,0.07391,0.07,-0.0535,1.0,0.0246
-17.5,-1.145,0.06818,0.0642,-0.0564,1.0,0.0248
-17.25,-1.1604,0.06257,0.0585,-0.0594,1.0,0.025
-17.0,-1.1738,0.0572,0.05303,-0.0624,1.0,0.0251
-16.75,-1.1845,0.05221,0.04794,-0.0652,1.0,0.0253
-16.5,-1.192,0.04773,0.04335,-0.0678,1.0,0.0255
-16.25,-1.1964,0.04377,0.03929,-0.0701,1.0,0.0257
-16.0,-1.198,0.0403,0.03573,-0.0719,1.0,0.026
-15.75,-1.1976,0.03728,0.03262,-0.0733,1.0,0.0263
-15.5,-1.1953,0.03468,0.02992,-0.0743,1.0,0.0266
-15.25,-1.1915,0.03244,0.02758,-0.0747,1.0,0.027
-15.0,-1.1863,0.03053,0.02557,-0.0747,1.0,0.0273
-14.75,-1.1795,0.02894,0.02389,-0.0743,1.0,0.0277
-14.5,-1.1709,0.02764,0.02248,-0.0735,1.0,0.028
-14.25,-1.172,0.02589,0.02067,-0.0718,1.0,0.0284
-14.0,-1.1698,0.02463,0.01937,-0.0695,1.0,0.0288
-13.75,-1.166,0.02375,0.01845,-0.0667,1.0,0.0293
-13.5,-1.1654,0.02314,0.01779,-0.0627,1.0,0.0297
-13.25,-1.1634,0.0226,0.01721,-0.0587,1.0,0.0301
-13.0,-1.1578,0.02208,0.01664,-0.0552,1.0,0.0307
-12.75,-1.1515,0.0216,0.01611,-0.0518,1.0,0.0312
-12.5,-1.1438,0.02116,0.0156,-0.0485,1.0,0.0317
-12.25,-1.1372,0.02062,0.015,-0.0451,1.0,0.0321
-12.0,-1.133,0.01989,0.01425,-0.0415,1.0,0.0328
-11.75,-1.104,0.01922,0.01357,-0.0424,0.9985,0.0337
-11.5,-1.0728,0.01868,0.01299,-0.0437,0.9968,0.0347
-11.25,-1.0408,0.01819,0.01243,-0.045,0.9952,0.0358
-11.0,-1.0093,0.01753,0.01173,-0.0464,0.9938,0.037
-10.75,-0.9788,0.01694,0.01115,-0.0475,0.992,0.0383
-10.5,-0.9481,0.01651,0.01068,-0.0485,0.9894,0.0397
-10.25,-0.9155,0.01612,0.01024,-0.0497,0.9872,0.0409
-10.0,-0.884,0.01545,0.00957,-0.051,0.9852,0.0427
-9.75,-0.8497,0.01502,0.00914,-0.0526,0.9838,0.0444
-9.5,-0.8141,0.01469,0.00876,-0.0544,0.9826,0.0462
-9.25,-0.7805,0.01411,0.0082,-0.056,0.9812,0.0486
-9.0,-0.7512,0.01376,0.00783,-0.0565,0.9771,0.0507
-8.75,-0.7181,0.01334,0.0074,-0.0578,0.9745,0.053
-8.5,-0.6851,0.01291,0.00699,-0.059,0.972,0.0559
-8.0,-0.6254,0.01219,0.00627,-0.06,0.9637,0.062
-7.75,-0.5964,0.01191,0.00597,-0.0602,0.9584,0.0651
-7.5,-0.568,0.01153,0.00561,-0.0603,0.9539,0.0692
-7.25,-0.5432,0.0113,0.00536,-0.0596,0.9461,0.073
-7.0,-0.5167,0.01096,0.00504,-0.0593,0.9402,0.0778
-6.75,-0.4906,0.01076,0.00482,-0.0588,0.933,0.0822
-6.5,-0.4648,0.01045,0.00454,-0.0583,0.9258,0.0885
-6.25,-0.4383,0.01022,0.00431,-0.058,0.9186,0.0946
-6.0,-0.412,0.00999,0.00409,-0.0575,0.9101,0.1014
-5.75,-0.3855,0.00975,0.00386,-0.0572,0.9023,0.1097
-5.5,-0.3588,0.00954,0.00367,-0.0568,0.8933,0.1182
-5.0,-0.3051,0.00914,0.0033,-0.0562,0.8746,0.1388
-4.75,-0.2782,0.00895,0.00313,-0.0559,0.865,0.1507
-4.5,-0.2512,0.00877,0.00297,-0.0556,0.8545,0.1636
-4.25,-0.224,0.00861,0.00283,-0.0554,0.8437,0.1773
-4.0,-0.1969,0.00846,0.00269,-0.0551,0.8327,0.1923
-3.75,-0.1697,0.00831,0.00256,-0.0549,0.8207,0.2084
-3.5,-0.1425,0.00817,0.00245,-0.0547,0.8089,0.2255
-3.25,-0.1154,0.00806,0.00234,-0.0544,0.7966,0.2438
-3.0,-0.0881,0.00793,0.00225,-0.0542,0.7834,0.2632
-2.75,-0.0608,0.00781,0.00216,-0.054,0.7704,0.2836
-2.5,-0.0337,0.00772,0.00208,-0.0538,0.7571,0.3054
-2.25,-0.0065,0.00764,0.00201,-0.0535,0.7431,0.3278
-2.0,0.0207,0.00752,0.00195,-0.0533,0.729,0.3524
-1.75,0.0477,0.00742,0.00189,-0.053,0.715,0.3799
-1.5,0.0745,0.00732,0.00185,-0.0528,0.7007,0.4103
-1.25,0.1011,0.00722,0.00181,-0.0524,0.6863,0.4473
-1.0,0.1278,0.00711,0.00179,-0.0521,0.6715,0.4876
