  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.708 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   1.250   0.3654   0.00692   0.00211  -0.0481   0.5578   0.8116
   1.500   0.3917   0.00694   0.00218  -0.0476   0.5458   0.8413
   1.750   0.4177   0.00698   0.00226  -0.0469   0.5347   0.8675
   2.250   0.4697   0.00714   0.00245  -0.0456   0.5125   0.9142
   2.500   0.4960   0.00727   0.00255  -0.0450   0.5020   0.9329
   2.750   0.5242   0.00739   0.00265  -0.0448   0.4911   0.9482
   3.000   0.5548   0.00753   0.00277  -0.0452   0.4807   0.9602
   3.250   0.5861   0.00770   0.00288  -0.0458   0.4695   0.9703
   3.500   0.6213   0.00784   0.00299  -0.0473   0.4585   0.9775
   3.750   0.6576   0.00802   0.00312  -0.0491   0.4471   0.9829
   4.000   0.6973   0.00820   0.00324  -0.0516   0.4345   0.9862
   4.250   0.7366   0.00836   0.00337  -0.0541   0.4220   0.9906
   4.500   0.7772   0.00855   0.00350  -0.0569   0.4086   0.9944
   4.750   0.8175   0.00873   0.00362  -0.0596   0.3941   0.9974
   5.000   0.8550   0.00893   0.00375  -0.0618   0.3787   1.0000
   5.250   0.8762   0.00907   0.00385  -0.0605   0.3654   1.0000
   5.500   0.8967   0.00923   0.00396  -0.0591   0.3520   1.0000
   5.750   0.9168   0.00942   0.00409  -0.0576   0.3382   1.0000
   6.000   0.9366   0.00963   0.00424  -0.0560   0.3240   1.0000
   6.250   0.9563   0.00986   0.00441  -0.0544   0.3091   1.0000
   6.500   0.9759   0.01012   0.00459  -0.0529   0.2936   1.0000
   7.000   1.0154   0.01066   0.00500  -0.0498   0.2625   1.0000
   7.250   1.0351   0.01097   0.00523  -0.0482   0.2467   1.0000
   7.500   1.0548   0.01130   0.00549  -0.0467   0.2307   1.0000
   7.750   1.0748   0.01165   0.00577  -0.0453   0.2148   1.0000
   8.000   1.0948   0.01203   0.00607  -0.0440   0.1993   1.0000
   8.250   1.1148   0.01242   0.00639  -0.0426   0.1840   1.0000
   8.500   1.1346   0.01284   0.00673  -0.0413   0.1695   1.0000
   8.750   1.1542   0.01327   0.00710  -0.0399   0.1557   1.0000
   9.000   1.1735   0.01371   0.00748  -0.0385   0.1429   1.0000
   9.250   1.1925   0.01416   0.00788  -0.0371   0.1314   1.0000
   9.500   1.2107   0.01463   0.00830  -0.0356   0.1208   1.0000
   9.750   1.2270   0.01512   0.00874  -0.0337   0.1113   1.0000
  10.000   1.2419   0.01566   0.00923  -0.0317   0.1027   1.0000
  10.250   1.2582   0.01615   0.00971  -0.0299   0.0954   1.0000
  10.500   1.2740   0.01670   0.01023  -0.0281   0.0887   1.0000
  10.750   1.2881   0.01735   0.01085  -0.0262   0.0823   1.0000
  11.000   1.3044   0.01790   0.01141  -0.0246   0.0774   1.0000
  11.250   1.3182   0.01860   0.01210  -0.0228   0.0727   1.0000
  11.500   1.3333   0.01925   0.01276  -0.0212   0.0686   1.0000
  11.750   1.3461   0.02006   0.01357  -0.0195   0.0648   1.0000
  12.000   1.3605   0.02078   0.01432  -0.0180   0.0615   1.0000
  12.250   1.3709   0.02179   0.01531  -0.0162   0.0584   1.0000
  12.500   1.3852   0.02257   0.01615  -0.0149   0.0559   1.0000
  12.750   1.3966   0.02357   0.01716  -0.0134   0.0534   1.0000
  13.000   1.4056   0.02478   0.01840  -0.0118   0.0512   1.0000
  13.250   1.4181   0.02578   0.01946  -0.0106   0.0492   1.0000
  13.500   1.4275   0.02705   0.02075  -0.0094   0.0474   1.0000
  13.750   1.4322   0.02874   0.02246  -0.0079   0.0456   1.0000
  14.000   1.4433   0.02997   0.02378  -0.0070   0.0443   1.0000
  14.250   1.4519   0.03146   0.02532  -0.0061   0.0429   1.0000
  14.500   1.4576   0.03325   0.02715  -0.0052   0.0416   1.0000
  14.750   1.4576   0.03562   0.02956  -0.0043   0.0403   1.0000
  15.000   1.4659   0.03730   0.03132  -0.0037   0.0393   1.0000
  15.250   1.4718   0.03927   0.03337  -0.0033   0.0383   1.0000
  15.500   1.4751   0.04154   0.03570  -0.0029   0.0373   1.0000
  15.750   1.4750   0.04425   0.03847  -0.0027   0.0364   1.0000
  16.000   1.4693   0.04766   0.04195  -0.0026   0.0356   1.0000
  16.250   1.4717   0.05028   0.04466  -0.0026   0.0350   1.0000
  16.500   1.4729   0.05307   0.04754  -0.0028   0.0343   1.0000
  16.750   1.4727   0.05609   0.05065  -0.0031   0.0336   1.0000
  17.000   1.4710   0.05937   0.05401  -0.0036   0.0330   1.0000
  17.250   1.4667   0.06302   0.05773  -0.0042   0.0323   1.0000
  17.500   1.4591   0.06714   0.06192  -0.0050   0.0318   1.0000
  17.750   1.4471   0.07189   0.06674  -0.0060   0.0312   1.0000
  18.000   1.4434   0.07567   0.07063  -0.0069   0.0308   1.0000
  18.250   1.4394   0.07950   0.07456  -0.0079   0.0303   1.0000
  18.500   1.4342   0.08353   0.07867  -0.0090   0.0298   1.0000
  18.750   1.4282   0.08774   0.08298  -0.0102   0.0294   1.0000
  19.000   1.4216   0.09207   0.08739  -0.0116   0.0290   1.0000
  19.250   1.4143   0.09653   0.09193  -0.0130   0.0286   1.0000
