  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.885 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
 -12.750  -1.1792   0.02027   0.00939  -0.0477   1.0000   0.0296   1.0000  98.4629
 -12.500  -1.1702   0.01985   0.00914  -0.0446   1.0000   0.0302   1.0000  98.6042
 -12.250  -1.1523   0.01938   0.00883  -0.0433   0.9995   0.0309   1.0517  98.7741
 -12.000  -1.1217   0.01887   0.00844  -0.0443   0.9981   0.0316   1.2085  98.9533
 -11.750  -1.0934   0.01806   0.00787  -0.0453   0.9962   0.0326   1.4158  99.1887
 -11.500  -1.0629   0.01745   0.00746  -0.0464   0.9945   0.0336   1.6045  99.4245
 -11.250  -1.0307   0.01698   0.00712  -0.0478   0.9931   0.0346   1.7619  99.6687
 -11.000  -0.9975   0.01657   0.00681  -0.0493   0.9919   0.0357   1.8912  99.9183
 -10.750  -0.9657   0.01596   0.00638  -0.0506   0.9907   0.0371   2.0211 100.2164
 -10.500  -0.9372   0.01548   0.00607  -0.0511   0.9877   0.0384   2.2778 100.4982
 -10.250  -0.9053   0.01508   0.00579  -0.0522   0.9854   0.0398   2.4708 100.7891
 -10.000  -0.8723   0.01468   0.00549  -0.0536   0.9836   0.0411   2.6231 101.0619
  -9.750  -0.8393   0.01412   0.00513  -0.0550   0.9821   0.0430   2.7527 101.4308
  -9.500  -0.8042   0.01376   0.00487  -0.0568   0.9810   0.0449   2.8487 101.7963
  -9.250  -0.7694   0.01333   0.00457  -0.0584   0.9798   0.0470   2.9475 102.1770
  -9.000  -0.7410   0.01294   0.00432  -0.0587   0.9758   0.0492   3.2547 102.5571
  -8.750  -0.7105   0.01264   0.00411  -0.0593   0.9720   0.0513   3.5456 102.9169
  -8.500  -0.6799   0.01221   0.00383  -0.0601   0.9686   0.0540   3.8018 103.3535
  -8.250  -0.6507   0.01191   0.00363  -0.0604   0.9645   0.0568   4.1009 103.7932
  -8.000  -0.6254   0.01160   0.00343  -0.0598   0.9576   0.0596   4.5740 104.2150
  -7.750  -0.5980   0.01128   0.00322  -0.0597   0.9524   0.0629   4.9289 104.6865
  -7.500  -0.5727   0.01104   0.00306  -0.0591   0.9452   0.0661   5.3946 105.1152
  -7.250  -0.5469   0.01074   0.00287  -0.0586   0.9385   0.0703   5.8194 105.6578
  -7.000  -0.5206   0.01051   0.00271  -0.0582   0.9318   0.0744   6.2342 106.1627
  -6.750  -0.4947   0.01025   0.00256  -0.0578   0.9242   0.0793   6.6876 106.7310
  -6.500  -0.4680   0.01001   0.00240  -0.0574   0.9175   0.0846   7.0925 107.3072
  -6.250  -0.4416   0.00980   0.00227  -0.0570   0.9089   0.0905   7.5928 107.9109
  -6.000  -0.4150   0.00957   0.00212  -0.0567   0.9011   0.0975   8.0444 108.5759
  -5.750  -0.3882   0.00937   0.00200  -0.0564   0.8920   0.1046   8.5610 109.2260
  -5.500  -0.3612   0.00919   0.00187  -0.0561   0.8836   0.1128   9.0391 109.9297
  -5.250  -0.3344   0.00897   0.00176  -0.0558   0.8736   0.1224   9.5998 110.6908
  -5.000  -0.3073   0.00880   0.00165  -0.0556   0.8641   0.1327  10.1311 111.4609
  -4.750  -0.2801   0.00864   0.00155  -0.0553   0.8535   0.1435  10.7200 112.2376
  -4.250  -0.2257   0.00833   0.00136  -0.0549   0.8317   0.1688  11.9253 113.9315
  -4.000  -0.1984   0.00817   0.00129  -0.0547   0.8201   0.1834  12.5605 114.8530
  -3.750  -0.1712   0.00804   0.00121  -0.0544   0.8084   0.1989  13.2048 115.7935
  -3.500  -0.1440   0.00792   0.00114  -0.0542   0.7957   0.2153  13.9027 116.7686
  -3.250  -0.1165   0.00780   0.00108  -0.0540   0.7830   0.2326  14.5970 117.7782
  -3.000  -0.0892   0.00769   0.00102  -0.0538   0.7701   0.2509  15.3029 118.8212
  -2.750  -0.0620   0.00760   0.00097  -0.0536   0.7566   0.2702  16.0411 119.9023
  -2.250  -0.0073   0.00741   0.00088  -0.0532   0.7288   0.3122  17.5626 122.2146
  -2.000   0.0200   0.00732   0.00084  -0.0530   0.7149   0.3358  18.3200 123.4890
  -1.750   0.0471   0.00725   0.00081  -0.0528   0.7005   0.3608  19.1054 124.8303
  -1.500   0.0742   0.00716   0.00078  -0.0526   0.6859   0.3879  19.9040 126.2789
  -1.000   0.1281   0.00696   0.00073  -0.0521   0.6573   0.4589  21.4666 130.0631
  -0.750   0.1548   0.00687   0.00073  -0.0518   0.6432   0.4985  22.2388 132.1639
  -0.500   0.1814   0.00681   0.00072  -0.0515   0.6288   0.5373  23.0264 134.2101
  -0.250   0.2084   0.00674   0.00073  -0.0512   0.6148   0.5745  23.7931 136.1601
   0.250   0.2622   0.00666   0.00075  -0.0506   0.5882   0.6438  25.2542 139.7790
   0.500   0.2888   0.00665   0.00077  -0.0502   0.5748   0.6766  25.9901 141.4850
   0.750   0.3159   0.00662   0.00079  -0.0499   0.5623   0.7086  26.6758 143.1437
   1.000   0.3426   0.00661   0.00082  -0.0496   0.5503   0.7406  27.3340 144.8056
   1.250   0.3689   0.00662   0.00085  -0.0491   0.5381   0.7715  28.0036 146.4078
   1.500   0.3959   0.00661   0.00089  -0.0487   0.5269   0.8017  28.6220 147.9799
   1.750   0.4221   0.00663   0.00093  -0.0482   0.5161   0.8308  29.2220 149.4941
   2.000   0.4484   0.00668   0.00098  -0.0476   0.5051   0.8586  29.8304 150.9466
   2.250   0.4747   0.00672   0.00103  -0.0471   0.4949   0.8834  30.3937 152.2609
   2.750   0.5271   0.00689   0.00114  -0.0459   0.4745   0.9262  31.5246 154.6174
   3.000   0.5538   0.00702   0.00120  -0.0454   0.4643   0.9428  32.0928 155.5974
   3.250   0.5825   0.00713   0.00125  -0.0454   0.4540   0.9562  32.6712 156.4394
   3.500   0.6123   0.00727   0.00131  -0.0456   0.4437   0.9675  33.2466 157.1933
   3.750   0.6441   0.00744   0.00137  -0.0464   0.4322   0.9762  33.8898 157.8239
   4.000   0.6794   0.00758   0.00142  -0.0479   0.4208   0.9816  34.5338 158.2469
   4.250   0.7169   0.00776   0.00149  -0.0500   0.4084   0.9855  35.2414 158.5676
   4.500   0.7532   0.00797   0.00157  -0.0519   0.3946   0.9903  36.0284 158.9670
   4.750   0.7942   0.00816   0.00163  -0.0548   0.3794   0.9930  36.9001 159.2442
   5.000   0.8334   0.00836   0.00170  -0.0573   0.3637   0.9958  37.8129 159.5437
   5.250   0.8697   0.00857   0.00176  -0.0592   0.3475   0.9983  38.7571 159.8132
   5.500   0.9033   0.00879   0.00183  -0.0606   0.3311   1.0000  39.7230 160.0000
   5.750   0.9234   0.00897   0.00186  -0.0591   0.3171   1.0000  40.5562 160.0000
   6.000   0.9432   0.00918   0.00190  -0.0575   0.3026   1.0000  41.4197 160.0000
   6.250   0.9628   0.00941   0.00195  -0.0559   0.2876   1.0000  42.3188 160.0000
   6.500   0.9824   0.00966   0.00201  -0.0543   0.2725   1.0000  43.2326 160.0000
   6.750   1.0019   0.00993   0.00209  -0.0527   0.2571   1.0000  44.1768 160.0000
   7.000   1.0214   0.01021   0.00217  -0.0511   0.2416   1.0000  45.1381 160.0000
   7.250   1.0409   0.01051   0.00226  -0.0495   0.2260   1.0000  46.1118 160.0000
   7.500   1.0605   0.01083   0.00237  -0.0480   0.2106   1.0000  47.0950 160.0000
   7.750   1.0804   0.01118   0.00249  -0.0465   0.1954   1.0000  48.0809 160.0000
   8.000   1.1006   0.01154   0.00262  -0.0452   0.1805   1.0000  49.0703 160.0000
   8.250   1.1208   0.01192   0.00277  -0.0439   0.1662   1.0000  50.0426 160.0000
   8.500   1.1410   0.01233   0.00293  -0.0426   0.1525   1.0000  51.0073 160.0000
   9.000   1.1813   0.01314   0.00327  -0.0401   0.1287   1.0000  52.7908 160.0000
   9.250   1.2011   0.01356   0.00344  -0.0388   0.1182   1.0000  53.6324 160.0000
   9.500   1.2204   0.01399   0.00363  -0.0374   0.1088   1.0000  54.4283 160.0000
   9.750   1.2386   0.01445   0.00383  -0.0359   0.1004   1.0000  55.1806 160.0000
  10.000   1.2548   0.01493   0.00403  -0.0340   0.0926   1.0000  55.9133 160.0000
  10.250   1.2717   0.01537   0.00422  -0.0322   0.0863   1.0000  56.5569 160.0000
  10.500   1.2877   0.01588   0.00445  -0.0304   0.0804   1.0000  57.1793 160.0000
  10.750   1.3036   0.01642   0.00470  -0.0287   0.0751   1.0000  57.7773 160.0000
  11.000   1.3200   0.01694   0.00494  -0.0270   0.0705   1.0000  58.3228 160.0000
  11.250   1.3346   0.01758   0.00525  -0.0252   0.0660   1.0000  58.8866 160.0000
  11.500   1.3508   0.01814   0.00552  -0.0237   0.0625   1.0000  59.3565 160.0000
  11.750   1.3648   0.01885   0.00587  -0.0220   0.0591   1.0000  59.8337 160.0000
  12.000   1.3797   0.01952   0.00621  -0.0205   0.0563   1.0000  60.2425 160.0000
  12.250   1.3937   0.02026   0.00659  -0.0189   0.0535   1.0000  60.6636 160.0000
  12.500   1.4057   0.02115   0.00706  -0.0173   0.0509   1.0000  61.0672 160.0000
  12.750   1.4201   0.02191   0.00747  -0.0159   0.0488   1.0000  61.4202 160.0000
  13.000   1.4316   0.02289   0.00801  -0.0144   0.0468   1.0000  61.7719 160.0000
  13.250   1.4420   0.02398   0.00862  -0.0129   0.0450   1.0000  62.0889 160.0000
  13.500   1.4548   0.02494   0.00917  -0.0117   0.0434   1.0000  62.3763 160.0000
  13.750   1.4650   0.02612   0.00986  -0.0105   0.0419   1.0000  62.6705 160.0000
  14.000   1.4711   0.02766   0.01079  -0.0090   0.0403   1.0000  62.9736 160.0000
  14.250   1.4823   0.02886   0.01151  -0.0081   0.0391   1.0000  63.2028 160.0000
  14.500   1.4920   0.03023   0.01234  -0.0072   0.0379   1.0000  63.4576 160.0000
  14.750   1.4988   0.03186   0.01337  -0.0062   0.0368   1.0000  63.6939 160.0000
  15.000   1.5017   0.03393   0.01471  -0.0053   0.0357   1.0000  63.9247 160.0000
  15.250   1.5073   0.03582   0.01595  -0.0046   0.0349   1.0000  64.1078 160.0000
  15.500   1.5140   0.03765   0.01716  -0.0040   0.0340   1.0000  64.2927 160.0000
  15.750   1.5187   0.03972   0.01854  -0.0036   0.0332   1.0000  64.4796 160.0000
  16.000   1.5212   0.04211   0.02016  -0.0033   0.0325   1.0000  64.6568 160.0000
  16.250   1.5205   0.04490   0.02212  -0.0031   0.0317   1.0000  64.8287 160.0000
  16.500   1.5147   0.04835   0.02462  -0.0030   0.0310   1.0000  65.0047 160.0000
  16.750   1.5184   0.05082   0.02636  -0.0031   0.0305   1.0000  65.1321 160.0000
  17.000   1.5196   0.05363   0.02838  -0.0033   0.0299   1.0000  65.2798 160.0000
  17.250   1.5191   0.05669   0.03062  -0.0037   0.0293   1.0000  65.4249 160.0000
  17.500   1.5164   0.06007   0.03313  -0.0041   0.0288   1.0000  65.5585 160.0000
  17.750   1.5115   0.06380   0.03596  -0.0048   0.0283   1.0000  65.6788 160.0000
  18.000   1.5039   0.06793   0.03916  -0.0056   0.0279   1.0000  65.7918 160.0000
  18.250   1.4929   0.07257   0.04285  -0.0067   0.0274   1.0000  65.9045 160.0000
  18.500   1.4798   0.07758   0.04694  -0.0080   0.0270   1.0000  66.0106 160.0000
  18.750   1.4755   0.08146   0.05007  -0.0090   0.0267   1.0000  66.0902 160.0000
  19.000   1.4692   0.08566   0.05354  -0.0102   0.0264   1.0000  66.1803 160.0000
  19.250   1.4617   0.09007   0.05726  -0.0115   0.0260   1.0000  66.2751 160.0000
