  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.649 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  -4.750  -0.2755   0.00938   0.00189  -0.0568   0.8777   0.1588   9.3691 113.2790
  -4.500  -0.2485   0.00919   0.00177  -0.0565   0.8679   0.1723   9.9152 114.1553
  -4.250  -0.2216   0.00901   0.00168  -0.0562   0.8573   0.1870  10.5073 115.0743
  -3.750  -0.1676   0.00868   0.00149  -0.0556   0.8352   0.2200  11.7323 117.0465
  -3.500  -0.1406   0.00852   0.00141  -0.0553   0.8238   0.2383  12.3600 118.1020
  -3.250  -0.1136   0.00838   0.00133  -0.0550   0.8119   0.2576  13.0147 119.1951
  -3.000  -0.0865   0.00824   0.00127  -0.0548   0.7990   0.2782  13.7226 120.3443
  -2.750  -0.0594   0.00811   0.00121  -0.0545   0.7863   0.2999  14.4173 121.5437
  -2.500  -0.0324   0.00800   0.00115  -0.0542   0.7732   0.3228  15.1325 122.7872
  -2.250  -0.0054   0.00790   0.00110  -0.0539   0.7594   0.3469  15.8862 124.0882
  -2.000   0.0215   0.00777   0.00105  -0.0536   0.7455   0.3740  16.6489 125.5379
  -1.750   0.0483   0.00766   0.00100  -0.0533   0.7316   0.4038  17.4074 127.1264
  -1.500   0.0748   0.00754   0.00097  -0.0530   0.7176   0.4399  18.1758 129.0485
  -1.250   0.1010   0.00742   0.00094  -0.0526   0.7030   0.4800  18.9731 131.1835
  -1.000   0.1275   0.00731   0.00093  -0.0522   0.6884   0.5208  19.7690 133.3379
  -0.750   0.1539   0.00722   0.00093  -0.0518   0.6739   0.5602  20.5590 135.4128
  -0.500   0.1803   0.00715   0.00093  -0.0514   0.6598   0.5980  21.3313 137.3881
  -0.250   0.2066   0.00711   0.00093  -0.0509   0.6455   0.6337  22.1127 139.2500
   0.000   0.2330   0.00708   0.00094  -0.0505   0.6312   0.6682  22.8954 141.0497
   0.250   0.2594   0.00703   0.00096  -0.0500   0.6173   0.7023  23.6579 142.8172
   0.500   0.2857   0.00701   0.00099  -0.0495   0.6040   0.7346  24.3846 144.4972
   0.750   0.3117   0.00702   0.00102  -0.0489   0.5908   0.7663  25.1073 146.1392
   1.000   0.3378   0.00702   0.00106  -0.0483   0.5778   0.7978  25.8222 147.7729
   1.250   0.3640   0.00704   0.00110  -0.0477   0.5655   0.8270  26.5006 149.2931
   1.500   0.3897   0.00709   0.00115  -0.0470   0.5537   0.8553  27.1471 150.7734
   1.750   0.4156   0.00715   0.00120  -0.0463   0.5417   0.8809  27.8086 152.1308
   2.000   0.4418   0.00723   0.00127  -0.0457   0.5307   0.9038  28.4161 153.3644
   2.250   0.4679   0.00736   0.00133  -0.0450   0.5195   0.9239  29.0296 154.4875
   2.500   0.4959   0.00746   0.00139  -0.0448   0.5086   0.9408  29.6371 155.4747
   2.750   0.5253   0.00761   0.00145  -0.0449   0.4980   0.9546  30.2210 156.3311
   3.000   0.5559   0.00777   0.00151  -0.0453   0.4868   0.9663  30.8408 157.1117
   3.250   0.5913   0.00792   0.00158  -0.0468   0.4758   0.9740  31.4562 157.6651
   3.500   0.6267   0.00811   0.00164  -0.0484   0.4644   0.9805  32.0883 158.1585
   3.750   0.6669   0.00827   0.00170  -0.0510   0.4522   0.9841  32.7720 158.4532
   4.000   0.7052   0.00843   0.00177  -0.0532   0.4402   0.9889  33.4401 158.8505
   4.250   0.7461   0.00862   0.00184  -0.0560   0.4274   0.9927  34.1625 159.2168
   4.500   0.7880   0.00881   0.00189  -0.0591   0.4133   0.9963  34.9579 159.6058
   4.750   0.8275   0.00897   0.00194  -0.0617   0.3991   0.9994  35.7690 159.9386
   5.000   0.8526   0.00910   0.00195  -0.0612   0.3864   1.0000  36.5006 160.0000
   5.250   0.8730   0.00926   0.00195  -0.0598   0.3737   1.0000  37.2342 160.0000
   5.500   0.8930   0.00944   0.00197  -0.0583   0.3601   1.0000  38.0243 160.0000
   5.750   0.9135   0.00962   0.00199  -0.0569   0.3460   1.0000  38.8457 160.0000
   6.000   0.9338   0.00981   0.00203  -0.0554   0.3318   1.0000  39.6829 160.0000
   6.250   0.9538   0.01003   0.00207  -0.0539   0.3172   1.0000  40.5486 160.0000
   6.500   0.9737   0.01028   0.00213  -0.0523   0.3023   1.0000  41.4392 160.0000
   6.750   0.9936   0.01055   0.00220  -0.0508   0.2869   1.0000  42.3626 160.0000
   7.000   1.0133   0.01083   0.00228  -0.0493   0.2712   1.0000  43.3146 160.0000
   7.250   1.0330   0.01114   0.00237  -0.0478   0.2554   1.0000  44.2846 160.0000
   7.500   1.0530   0.01148   0.00248  -0.0463   0.2392   1.0000  45.2849 160.0000
   7.750   1.0730   0.01183   0.00260  -0.0449   0.2232   1.0000  46.2930 160.0000
   8.000   1.0931   0.01221   0.00274  -0.0436   0.2072   1.0000  47.3144 160.0000
   8.250   1.1131   0.01261   0.00289  -0.0422   0.1917   1.0000  48.3275 160.0000
   8.500   1.1327   0.01304   0.00305  -0.0409   0.1767   1.0000  49.3319 160.0000
   8.750   1.1521   0.01348   0.00323  -0.0395   0.1625   1.0000  50.3071 160.0000
   9.000   1.1710   0.01395   0.00342  -0.0381   0.1491   1.0000  51.2571 160.0000
   9.250   1.1894   0.01443   0.00363  -0.0366   0.1368   1.0000  52.1692 160.0000
   9.500   1.2066   0.01495   0.00385  -0.0349   0.1255   1.0000  53.0410 160.0000
   9.750   1.2227   0.01543   0.00405  -0.0330   0.1156   1.0000  53.8452 160.0000
  10.000   1.2387   0.01592   0.00427  -0.0311   0.1070   1.0000  54.5897 160.0000
  10.250   1.2540   0.01648   0.00452  -0.0292   0.0992   1.0000  55.2870 160.0000
  10.750   1.2843   0.01767   0.00508  -0.0256   0.0858   1.0000  56.6073 160.0000
  11.000   1.2985   0.01834   0.00541  -0.0238   0.0803   1.0000  57.1908 160.0000
  11.250   1.3129   0.01902   0.00576  -0.0221   0.0754   1.0000  57.7438 160.0000
  11.500   1.3268   0.01975   0.00613  -0.0204   0.0711   1.0000  58.2469 160.0000
  11.750   1.3400   0.02053   0.00654  -0.0187   0.0672   1.0000  58.7433 160.0000
  12.000   1.3526   0.02139   0.00701  -0.0171   0.0637   1.0000  59.1879 160.0000
  12.250   1.3655   0.02224   0.00748  -0.0156   0.0606   1.0000  59.6177 160.0000
  12.500   1.3744   0.02340   0.00814  -0.0138   0.0578   1.0000  60.0154 160.0000
  12.750   1.3881   0.02427   0.00863  -0.0125   0.0555   1.0000  60.3664 160.0000
  13.000   1.3983   0.02541   0.00930  -0.0111   0.0531   1.0000  60.7233 160.0000
  13.250   1.4053   0.02684   0.01017  -0.0096   0.0510   1.0000  61.0557 160.0000
  13.500   1.4171   0.02796   0.01085  -0.0086   0.0492   1.0000  61.3631 160.0000
  13.750   1.4256   0.02937   0.01172  -0.0075   0.0474   1.0000  61.6603 160.0000
  14.000   1.4295   0.03123   0.01292  -0.0062   0.0458   1.0000  61.9322 160.0000
  14.250   1.4369   0.03286   0.01399  -0.0054   0.0445   1.0000  62.1679 160.0000
  14.500   1.4447   0.03451   0.01506  -0.0046   0.0432   1.0000  62.4174 160.0000
  14.750   1.4500   0.03644   0.01635  -0.0039   0.0420   1.0000  62.6548 160.0000
  15.000   1.4510   0.03884   0.01800  -0.0033   0.0408   1.0000  62.8728 160.0000
  15.250   1.4514   0.04140   0.01979  -0.0028   0.0398   1.0000  63.0731 160.0000
  15.500   1.4566   0.04354   0.02128  -0.0026   0.0388   1.0000  63.2739 160.0000
  15.750   1.4598   0.04597   0.02300  -0.0025   0.0379   1.0000  63.4715 160.0000
  16.000   1.4605   0.04871   0.02498  -0.0025   0.0370   1.0000  63.6466 160.0000
  16.250   1.4580   0.05191   0.02734  -0.0026   0.0363   1.0000  63.8034 160.0000
  16.500   1.4505   0.05577   0.03026  -0.0030   0.0355   1.0000  63.9562 160.0000
  16.750   1.4483   0.05906   0.03275  -0.0034   0.0349   1.0000  64.0883 160.0000
  17.000   1.4478   0.06223   0.03517  -0.0038   0.0343   1.0000  64.2300 160.0000
  17.250   1.4458   0.06565   0.03781  -0.0045   0.0337   1.0000  64.3772 160.0000
  17.500   1.4425   0.06926   0.04062  -0.0052   0.0331   1.0000  64.5178 160.0000
  17.750   1.4380   0.07308   0.04366  -0.0061   0.0325   1.0000  64.6482 160.0000
  18.000   1.4313   0.07726   0.04704  -0.0071   0.0320   1.0000  64.7693 160.0000
  18.250   1.4216   0.08185   0.05084  -0.0083   0.0315   1.0000  64.8873 160.0000
  18.500   1.4100   0.08672   0.05496  -0.0097   0.0309   1.0000  65.0093 160.0000
  18.750   1.4064   0.09065   0.05831  -0.0109   0.0305   1.0000  65.1096 160.0000
  19.000   1.4017   0.09477   0.06189  -0.0122   0.0301   1.0000  65.2238 160.0000
  19.250   1.3964   0.09897   0.06562  -0.0136   0.0296   1.0000  65.3402 160.0000
