Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Angle [deg]; Ch0   ; Ch1   ; Ch2   ; Ch3   ; Ch4   ; Ch5   ; Ch6   ; Ch7   ; Ch8   ; Ch9   ; 
  937949;        101872; -45.48             ;               33.3; 1.987      ; 2.591      ; -12.718    ; 0.163       ; 0.163       ; -0.033      ; 13.881   ; 5.837    ; 15.796   ; -15.0     ; -7.0       ;         224.2;           35.6;            12; 2025-05-13       ; 15:44:38       ;      51.935577;        4.195182; -11918.362305 ; -6894.659180  ;          5.0; -185.70            ;       17.56;             29.2;       29.53; 204.00; 204.00; 101.00; 206.00; 103.00; 102.00; 205.00; 102.00; 205.00; 411.00; 
  938149;        101857; -44.28             ;               33.3; 2.026      ; 7.144      ; -6.469     ; -0.151      ; 0.272       ; -0.083      ; 13.881   ; 5.837    ; 15.796   ; -16.8     ; -7.1       ;         224.0;           35.6;            12; 2025-05-13       ; 15:44:39       ;      51.935555;        4.195397; -11903.615234 ; -6896.997070  ;          5.5; -203.59            ;       18.39;             29.2;       29.44; 204.00; 204.00; 101.00; 206.00; 103.00; 102.00; 205.00; 102.00; 205.00; 411.00; 
  938349;        101855; -44.05             ;               33.3; 4.003      ; 2.887      ; -11.492    ; -0.142      ; -0.061      ; -0.101      ; 13.881   ; 5.837    ; 15.796   ; -16.9     ; -7.5       ;         223.7;           35.6;            12; 2025-05-13       ; 15:44:39       ;      51.935555;        4.195397; -11903.615234 ; -6896.997070  ;          5.5; -235.15            ;       19.76;             29.2;       29.00; 204.00; 204.00; 101.00; 206.00; 103.00; 102.00; 205.00; 102.00; 205.00; 411.00; 
  938549;        101844; -43.15             ;               33.3; -1.384     ; 1.283      ; -14.945    ; 0.197       ; -0.213      ; -0.059      ; 13.881   ; 5.837    ; 15.796   ; -16.5     ; -6.8       ;         223.2;           35.6;            12; 2025-05-13       ; 15:44:39       ;      51.935555;        4.195397; -11903.615234 ; -6896.997070  ;          5.5; -256.19            ;       20.63;             29.2;       28.65; 102.00; 205.00; 102.00; 205.00; 103.00; 102.00; 205.00; 102.00; 207.00; 205.00; 
  938749;        101839; -42.73             ;               33.3; -0.728     ; 3.860      ; -11.919    ; 0.028       ; -0.214      ; -0.040      ; 13.881   ; 5.837    ; 15.796   ; -16.7     ; -6.1       ;         222.9;           35.6;            12; 2025-05-13       ; 15:44:39       ;      51.935555;        4.195397; -11903.615234 ; -6896.997070  ;          5.5; -219.37            ;       19.09;             29.2;       28.56; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 205.00; 205.00; 
  938949;        101838; -42.65             ;               33.3; 1.532      ; 5.856      ; -11.286    ; -0.222      ; -0.183      ; -0.026      ; 13.881   ; 5.837    ; 15.796   ; -17.4     ; -6.0       ;         222.7;           35.6;            12; 2025-05-13       ; 15:44:39       ;      51.935555;        4.195397; -11903.615234 ; -6896.997070  ;          5.5; -247.77            ;       20.29;             29.2;       28.48; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 308.00; 102.00; 
  939149;        101832; -42.15             ;               33.3; 0.728      ; 3.874      ; -14.049    ; 0.097       ; 0.395       ; -0.032      ; 13.881   ; 5.837    ; 15.796   ; -17.5     ; -5.7       ;         222.4;           35.6;            12; 2025-05-13       ; 15:44:40       ;      51.935539;        4.195650; -11886.275391 ; -6899.019531  ;          6.6; -264.61            ;       20.97;             29.2;       28.39; 102.00; 205.00; 102.00; 411.00;  98.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  939349;        101825; -41.60             ;               33.3; 1.585      ; 4.228      ; -11.176    ; 0.014       ; 0.272       ; -0.081      ; 13.881   ; 5.837    ; 15.796   ; -17.8     ; -5.7       ;         222.1;           35.6;            12; 2025-05-13       ; 15:44:40       ;      51.935539;        4.195650; -11886.275391 ; -6899.019531  ;          6.6; -271.97            ;       21.26;             29.2;       28.30; 102.00; 205.00; 102.00; 411.00;  98.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  939549;        101824; -41.51             ;               33.3; -0.335     ; 4.305      ; -12.709    ; -0.198      ; -0.056      ; -0.038      ; 11.070   ; 4.953    ; 16.306   ; -17.9     ; -5.3       ;         222.0;           35.6;            12; 2025-05-13       ; 15:44:40       ;      51.935539;        4.195650; -11886.275391 ; -6899.019531  ;          6.6; -286.70            ;       21.82;             29.2;       28.30; 102.00; 205.00; 102.00; 411.00;  98.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  939749;        101811; -40.39             ;               33.3; 0.220      ; 2.217      ; -9.553     ; 0.277       ; -0.070      ; -0.006      ; 11.070   ; 4.953    ; 16.306   ; -17.7     ; -5.1       ;         221.9;           35.6;            12; 2025-05-13       ; 15:44:40       ;      51.935539;        4.195650; -11886.275391 ; -6899.019531  ;          6.6; -300.38            ;       22.34;             29.2;       28.04; 102.00; 205.00; 102.00; 411.00;  98.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  939949;        101802; -39.66             ;               33.3; 0.522      ; 7.360      ; -6.129     ; -0.553      ; 0.245       ; -0.016      ; 11.070   ; 4.953    ; 16.306   ; -19.4     ; -5.0       ;         221.9;           35.6;            12; 2025-05-13       ; 15:44:40       ;      51.935539;        4.195650; -11886.275391 ; -6899.019531  ;          6.6; -313.01            ;       22.80;             29.2;       27.95; 102.00; 205.00; 102.00; 411.00;  98.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  940149;        101794; -39.05             ;               33.3; 1.283      ; 2.064      ; -16.353    ; -0.014      ; -0.129      ; 0.067       ; 11.070   ; 4.953    ; 16.306   ; -18.8     ; -4.9       ;         221.8;           35.6;            12; 2025-05-13       ; 15:44:41       ;      51.935528;        4.195930; -11867.050781 ; -6900.151367  ;          9.4; -320.37            ;       23.07;             29.2;       27.95; 102.00; 205.00; 102.00; 411.00;  98.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
