Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; Angle [deg]; Ch0; Ch1; Ch2; Ch3; Ch4; Ch5; Ch6; Ch7; Ch8; Ch9; 
406773; 99712; 134.33; 25.2; -1.853; -3.520; 7.933; 0.168; 0.219; 0.427; 26.886; 41.172; 2.403; 177.8; 7.3; 158.0; 28.0; 295.65; 22.16; 20.0; 12; 2025-05-13; 10:20:33; 51.935638; 4.201774; 339.956024; -12.935433; 171.0; 0.00; 1099.00; 1099.00; 644.00; 1087.00; 1601.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
406873; 99712; 134.37; 25.2; -1.729; 0.498; 8.081; 0.239; 0.180; 0.439; 26.886; 41.172; 2.403; 178.0; 7.5; 156.4; 28.0; 267.24; 21.07; 20.0; 12; 2025-05-13; 10:20:33; 51.935638; 4.201774; 339.956024; -12.935433; 171.0; 0.00; 1099.00; 1099.00; 644.00; 1085.00; 1599.00; 1099.00; 600.00; 599.00; 0.00; 0.00; 
406973; 99710; 134.51; 25.2; -1.518; -0.536; 4.696; 0.447; 0.226; 0.391; 26.886; 41.172; 2.403; 177.8; 8.0; 154.9; 28.0; 267.24; 21.07; 20.0; 12; 2025-05-13; 10:20:33; 51.935638; 4.201774; 339.956024; -12.935433; 171.0; 0.00; 1099.00; 1103.00; 645.00; 1084.00; 1599.00; 1099.00; 600.00; 600.00; 0.00; 0.00; 
407073; 99708; 134.67; 25.2; -2.447; -1.374; 8.599; 0.308; 0.120; 0.311; 26.886; 41.172; 2.403; 177.4; 8.3; 153.3; 28.0; 253.56; 20.52; 20.0; 12; 2025-05-13; 10:20:33; 51.935638; 4.201774; 339.956024; -12.935433; 171.0; 0.00; 1100.00; 1100.00; 638.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407173; 99710; 134.52; 25.2; -1.489; 1.097; 8.373; 0.148; 0.184; 0.260; 26.886; 41.172; 2.403; 177.8; 8.4; 152.0; 28.0; 265.13; 20.99; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 171.0; 0.00; 1099.00; 1101.00; 644.00; 1085.00; 1602.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407273; 99710; 134.51; 25.2; -1.274; -0.335; 10.576; 0.103; 0.156; 0.214; 26.886; 41.172; 2.403; 177.8; 8.3; 150.6; 28.0; 256.72; 20.65; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1101.00; 644.00; 1082.00; 1601.00; 1100.00; 600.00; 600.00; 0.00; 0.00; 
407373; 99707; 134.75; 25.2; -2.524; 0.790; 9.489; 0.131; 0.158; 0.234; 26.886; 41.172; 2.403; 178.1; 8.6; 149.3; 28.0; 250.40; 20.39; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1101.00; 645.00; 1084.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407473; 99708; 134.66; 25.2; -1.882; 1.173; 12.875; -0.124; 0.195; 0.195; 26.886; 41.172; 2.403; 178.4; 8.5; 148.1; 28.0; 228.31; 19.47; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1100.00; 1100.00; 642.00; 1085.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407573; 99710; 134.48; 25.2; -0.881; -0.024; 9.575; -0.241; 0.238; 0.174; 26.886; 41.172; 2.403; 178.4; 8.3; 146.9; 28.0; 240.94; 20.01; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1099.00; 643.00; 1086.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407673; 99717; 133.93; 25.2; -1.743; -1.733; 9.001; -0.223; 0.257; 0.161; 26.886; 41.172; 2.403; 177.9; 8.4; 145.7; 28.0; 253.56; 20.52; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1101.00; 645.00; 1086.00; 1598.00; 1100.00; 599.00; 600.00; 0.00; 0.00; 
407773; 99721; 133.61; 25.2; -2.179; 0.417; 8.982; -0.104; 0.285; 0.214; 26.886; 41.172; 2.403; 178.0; 8.7; 144.7; 28.0; 256.72; 20.65; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1101.00; 643.00; 1085.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407873; 99725; 133.25; 25.2; -1.542; -0.330; 6.319; -0.169; 0.272; 0.238; 23.525; 49.868; -3.261; 177.8; 8.8; 143.3; 28.0; 254.61; 20.57; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1100.00; 642.00; 1086.00; 1603.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
407973; 99716; 134.02; 25.2; -2.399; -0.982; 12.693; -0.404; 0.161; 0.216; 23.525; 49.868; -3.261; 177.5; 8.7; 141.9; 27.9; 257.77; 20.69; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1102.00; 643.00; 1085.00; 1600.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408073; 99721; 133.55; 25.2; -1.911; -0.235; 11.879; -0.834; 0.228; 0.170; 23.525; 49.868; -3.261; 177.4; 8.6; 140.6; 28.0; 268.29; 21.11; 20.0; 12; 2025-05-13; 10:20:34; 51.935593; 4.202003; 355.730164; -17.703665; 172.0; 0.00; 1099.00; 1099.00; 644.00; 1085.00; 1599.00; 1100.00; 600.00; 600.00; 0.00; 0.00; 
408173; 99724; 133.35; 25.2; -2.777; -0.570; 10.217; -0.501; 0.184; 0.249; 23.525; 49.868; -3.261; 177.2; 8.8; 139.4; 28.0; 293.54; 22.08; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 172.0; 0.00; 1099.00; 1100.00; 641.00; 1084.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408273; 99722; 133.54; 25.2; -2.749; -2.366; 12.994; -0.022; 0.175; 0.304; 23.525; 49.868; -3.261; 176.7; 8.8; 138.1; 27.9; 284.07; 21.72; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1100.00; 1100.00; 637.00; 1081.00; 1602.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408373; 99727; 133.05; 25.2; -2.725; 1.556; 12.492; -0.358; 0.211; 0.327; 24.940; 41.350; 2.574; 177.1; 8.9; 137.4; 27.9; 296.70; 22.20; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1099.00; 645.00; 1086.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408473; 99730; 132.84; 25.2; -1.513; -1.073; 7.746; 0.148; 0.279; 0.327; 24.940; 41.350; 2.574; 176.9; 9.0; 136.6; 27.9; 296.70; 22.20; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1099.00; 644.00; 1086.00; 1599.00; 1100.00; 600.00; 599.00; 0.00; 0.00; 
408573; 99739; 132.04; 25.2; -1.619; 2.868; 9.561; -0.460; 0.320; 0.278; 24.940; 41.350; 2.574; 177.8; 9.0; 136.0; 27.9; 301.96; 22.40; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1100.00; 643.00; 1084.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408673; 99746; 131.50; 25.2; -1.676; -0.182; 7.583; -0.040; 0.254; 0.262; 24.940; 41.350; 2.574; 177.8; 9.2; 135.2; 27.9; 301.96; 22.40; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1100.00; 1100.00; 645.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408773; 99752; 130.97; 25.2; -2.073; -1.997; 7.741; 0.095; 0.150; 0.230; 24.940; 41.350; 2.574; 177.2; 9.4; 134.5; 27.9; 303.01; 22.44; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1100.00; 643.00; 1086.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
408873; 99756; 130.64; 25.1; -1.729; 1.025; 7.713; 0.039; 0.247; 0.218; 24.940; 41.350; 2.574; 177.6; 9.6; 133.9; 27.9; 259.87; 20.78; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1102.00; 645.00; 1084.00; 1599.00; 1099.00; 600.00; 600.00; 0.00; 0.00; 
408973; 99759; 130.35; 25.1; -2.021; -2.442; 9.010; 0.225; 0.151; 0.180; 24.940; 41.350; 2.574; 177.0; 9.7; 133.2; 27.9; 288.28; 21.88; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1099.00; 644.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
409073; 99768; 129.59; 25.1; -2.131; -0.139; 8.828; 0.051; 0.207; 0.168; 24.940; 41.350; 2.574; 177.1; 9.9; 132.6; 27.9; 288.28; 21.88; 20.0; 12; 2025-05-13; 10:20:35; 51.935486; 4.202177; 367.660919; -29.633261; 168.0; 0.00; 1099.00; 1101.00; 645.00; 1084.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
409173; 99774; 129.09; 25.1; -2.361; -3.237; 7.852; 0.495; 0.181; 0.156; 24.940; 41.350; 2.574; 176.2; 10.2; 131.8; 27.8; 288.28; 21.88; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 168.0; 0.00; 1099.00; 1101.00; 642.00; 1084.00; 1598.00; 1100.00; 600.00; 599.00; 0.00; 0.00; 
409273; 99777; 128.90; 25.1; -2.049; -0.029; 9.192; 0.333; 0.192; 0.186; 24.940; 41.350; 2.574; 176.4; 10.3; 131.3; 27.8; 276.71; 21.44; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1099.00; 642.00; 1084.00; 1600.00; 1099.00; 599.00; 600.00; 0.00; 0.00; 
409373; 99780; 128.62; 25.1; -2.164; -1.049; 8.790; 0.314; 0.172; 0.178; 24.940; 41.350; 2.574; 176.2; 10.4; 130.8; 27.9; 268.29; 21.11; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1100.00; 1099.00; 644.00; 1085.00; 1599.00; 1098.00; 599.00; 599.00; 0.00; 0.00; 
409473; 99797; 127.18; 25.1; -1.408; 0.517; 7.277; -0.285; 0.273; 0.123; 24.940; 41.350; 2.574; 176.5; 10.4; 130.4; 27.9; 289.33; 21.92; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1102.00; 640.00; 1085.00; 1599.00; 1097.00; 599.00; 599.00; 0.00; 0.00; 
409573; 99802; 126.78; 25.1; -1.077; -1.882; 5.467; -0.260; 0.246; 0.134; 24.940; 41.350; 2.574; 175.7; 10.5; 129.7; 27.9; 274.60; 21.36; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1100.00; 643.00; 1085.00; 1599.00; 1100.00; 599.00; 599.00; 0.00; 0.00; 
409673; 99815; 125.66; 25.1; -1.269; -1.207; 4.423; -0.185; 0.194; 0.183; 24.940; 41.350; 2.574; 175.1; 10.7; 129.2; 27.9; 267.24; 21.07; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1099.00; 643.00; 1086.00; 1599.00; 1099.00; 600.00; 599.00; 0.00; 0.00; 
409773; 99818; 125.42; 25.1; -1.288; -1.077; 4.303; 0.068; 0.157; 0.243; 17.157; 47.029; -4.977; 174.6; 10.8; 128.2; 27.9; 260.93; 20.82; 20.0; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1100.00; 1100.00; 629.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
409873; 99816; 125.59; 25.1; -1.839; -1.322; 8.062; 0.312; 0.088; 0.296; 17.157; 47.029; -4.977; 174.3; 10.7; 127.2; 27.8; 284.07; 21.72; 19.2; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1100.00; 646.00; 1084.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
409973; 99817; 125.51; 25.1; -1.863; -0.522; 8.196; 0.485; 0.214; 0.320; 17.157; 47.029; -4.977; 174.4; 10.6; 126.3; 27.9; 283.02; 21.68; 19.2; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1099.00; 645.00; 1085.00; 1600.00; 1100.00; 599.00; 599.00; 0.00; 0.00; 
410073; 99818; 125.40; 25.1; -1.456; 1.551; 8.555; 0.246; 0.275; 0.296; 17.157; 47.029; -4.977; 175.1; 10.4; 125.7; 27.8; 277.76; 21.48; 19.2; 12; 2025-05-13; 10:20:36; 51.935368; 4.202242; 372.133453; -42.973042; 157.2; 0.00; 1099.00; 1099.00; 643.00; 1084.00; 1600.00; 1099.00; 600.00; 600.00; 0.00; 0.00; 
410173; 99820; 125.23; 25.1; -3.189; -1.470; 10.030; 0.545; 0.207; 0.303; 17.157; 47.029; -4.977; 174.9; 10.6; 124.8; 27.8; 277.76; 21.48; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 157.2; 0.00; 1100.00; 1101.00; 643.00; 1084.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
410273; 99824; 124.95; 25.1; -1.748; -1.532; 9.283; 0.502; 0.262; 0.298; 17.157; 47.029; -4.977; 174.6; 10.4; 124.0; 27.8; 270.40; 21.19; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1099.00; 1101.00; 648.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
410373; 99837; 123.85; 25.1; -0.986; 0.105; 9.231; 0.417; 0.276; 0.263; 17.157; 47.029; -4.977; 174.9; 10.1; 123.3; 27.8; 280.92; 21.60; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1099.00; 1099.00; 639.00; 1083.00; 1600.00; 1100.00; 599.00; 600.00; 0.00; 0.00; 
410473; 99841; 123.43; 25.1; -1.911; -0.962; 7.885; 0.045; 0.372; 0.218; 17.157; 47.029; -4.977; 174.7; 10.1; 122.6; 27.8; 268.29; 21.11; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1100.00; 1101.00; 645.00; 1085.00; 1597.00; 1099.00; 600.00; 600.00; 0.00; 0.00; 
410573; 99850; 122.71; 25.1; -1.834; -2.322; 5.476; -0.015; 0.395; 0.209; 17.157; 47.029; -4.977; 173.8; 10.4; 121.8; 27.8; 283.02; 21.68; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1100.00; 1101.00; 644.00; 1087.00; 1597.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
410673; 99856; 122.22; 25.1; -1.681; -1.365; 5.898; -0.236; 0.369; 0.233; 17.157; 47.029; -4.977; 173.4; 10.5; 121.1; 27.8; 299.85; 22.32; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1099.00; 1101.00; 652.00; 1084.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
410773; 99863; 121.60; 25.1; -1.551; -0.737; 6.712; -0.303; 0.311; 0.240; 17.157; 47.029; -4.977; 173.3; 10.5; 120.5; 27.8; 310.38; 22.71; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1099.00; 1100.00; 640.00; 1084.00; 1599.00; 1100.00; 600.00; 598.00; 0.00; 0.00; 
410873; 99862; 121.69; 25.1; -2.045; -0.239; 7.124; -0.468; 0.298; 0.262; 17.157; 47.029; -4.977; 173.4; 10.7; 120.0; 27.8; 299.85; 22.32; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1099.00; 1099.00; 645.00; 1086.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
410973; 99870; 121.06; 25.1; -1.853; -0.541; 6.827; -0.207; 0.285; 0.291; 17.157; 47.029; -4.977; 173.5; 10.8; 119.5; 27.8; 306.17; 22.55; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1100.00; 1100.00; 643.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
411073; 99870; 121.04; 25.1; -2.538; -0.196; 9.006; -0.200; 0.336; 0.305; 17.157; 47.029; -4.977; 173.6; 11.0; 119.0; 27.8; 292.49; 22.04; 19.2; 12; 2025-05-13; 10:20:37; 51.935215; 4.202281; 374.764435; -59.782188; 152.8; 0.00; 1099.00; 1099.00; 645.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
411173; 99878; 120.34; 25.0; -1.030; 1.269; 8.747; -0.252; 0.365; 0.263; 18.749; 58.564; -12.013; 174.3; 10.6; 118.5; 27.8; 328.26; 23.35; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 152.8; 0.00; 1099.00; 1101.00; 643.00; 1089.00; 1598.00; 1100.00; 600.00; 600.00; 0.00; 0.00; 
411273; 99883; 119.97; 25.0; -1.269; -1.154; 6.985; -0.007; 0.332; 0.232; 18.749; 58.564; -12.013; 174.0; 10.4; 117.9; 27.8; 296.70; 22.20; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1100.00; 649.00; 1084.00; 1599.00; 1100.00; 599.00; 599.00; 0.00; 0.00; 
411373; 99899; 118.56; 25.0; -1.547; -1.437; 4.160; 0.084; 0.385; 0.216; 18.749; 58.564; -12.013; 173.3; 10.7; 117.2; 27.8; 308.27; 22.63; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1100.00; 1100.00; 639.00; 1086.00; 1601.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
411473; 99904; 118.20; 25.0; -1.681; -0.321; 4.188; 0.173; 0.365; 0.201; 18.749; 58.564; -12.013; 173.4; 11.1; 116.7; 27.8; 289.33; 21.92; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1099.00; 643.00; 1084.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
411573; 99914; 117.32; 25.0; -1.513; -1.226; 3.556; 0.300; 0.311; 0.199; 18.749; 58.564; -12.013; 172.7; 11.5; 116.1; 27.8; 301.96; 22.40; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1108.00; 672.00; 1084.00; 1598.00; 1100.00; 600.00; 600.00; 0.00; 0.00; 
411673; 99920; 116.86; 25.0; -1.053; -2.107; 4.581; 0.391; 0.295; 0.214; 16.981; 59.274; -19.049; 171.8; 11.3; 115.3; 27.8; 315.64; 22.90; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1099.00; 644.00; 1084.00; 1600.00; 1099.00; 599.00; 600.00; 0.00; 0.00; 
411773; 99924; 116.50; 25.0; -0.934; -2.169; 6.046; 0.423; 0.234; 0.203; 16.981; 59.274; -19.049; 171.2; 10.9; 114.7; 27.8; 298.80; 22.28; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1100.00; 1101.00; 641.00; 1085.00; 1597.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
411873; 99931; 115.87; 25.0; -0.929; -1.748; 5.189; 0.316; 0.303; 0.190; 16.981; 59.274; -19.049; 170.7; 10.6; 114.1; 27.7; 306.17; 22.55; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1099.00; 645.00; 1086.00; 1600.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
411973; 99932; 115.78; 25.0; -0.900; 0.278; 6.913; 0.021; 0.293; 0.160; 16.981; 59.274; -19.049; 171.2; 10.3; 113.7; 27.7; 310.38; 22.71; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1100.00; 642.00; 1084.00; 1599.00; 1100.00; 599.00; 600.00; 0.00; 0.00; 
412073; 99946; 114.67; 25.0; -1.255; -2.557; 5.218; -0.137; 0.262; 0.157; 16.981; 59.274; -19.049; 170.2; 10.2; 113.1; 27.8; 288.28; 21.88; 19.2; 12; 2025-05-13; 10:20:38; 51.935085; 4.202264; 373.597687; -74.123726; 150.2; 0.00; 1099.00; 1101.00; 643.00; 1085.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
412173; 99949; 114.40; 25.0; -0.761; -1.240; 5.481; -0.254; 0.259; 0.191; 16.627; 63.888; -24.369; 170.0; 9.8; 112.6; 27.7; 296.70; 22.20; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 150.2; 0.00; 1099.00; 1101.00; 642.00; 1084.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
412273; 99953; 114.05; 25.0; -0.680; 0.852; 7.243; -0.337; 0.260; 0.262; 16.627; 63.888; -24.369; 170.7; 9.3; 112.3; 27.7; 299.85; 22.32; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1102.00; 639.00; 1085.00; 1598.00; 1100.00; 599.00; 599.00; 0.00; 0.00; 
412373; 99955; 113.91; 25.0; -1.887; 0.101; 6.669; -0.393; 0.275; 0.293; 16.627; 63.888; -24.369; 171.1; 9.5; 112.0; 27.8; 292.49; 22.04; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1101.00; 642.00; 992.00; 1600.00; 1099.00; 599.00; 598.00; 0.00; 0.00; 
412473; 99958; 113.66; 25.0; -2.107; -0.915; 8.527; -0.338; 0.259; 0.331; 16.627; 63.888; -24.369; 171.1; 9.5; 111.6; 27.7; 295.65; 22.16; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1100.00; 1100.00; 642.00; 723.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
412573; 99966; 112.98; 25.0; -2.188; -0.958; 8.335; -0.272; 0.282; 0.314; 16.627; 63.888; -24.369; 171.2; 9.5; 111.2; 27.7; 310.38; 22.71; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1101.00; 644.00; 1104.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
412673; 99973; 112.36; 25.0; -1.302; 0.249; 6.626; -0.326; 0.330; 0.344; 21.403; 63.711; -21.108; 171.6; 9.5; 111.1; 27.7; 312.48; 22.78; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1101.00; 643.00; 1065.00; 1598.00; 1100.00; 599.00; 600.00; 0.00; 0.00; 
412773; 99973; 112.30; 25.0; -2.150; 1.800; 9.274; -0.424; 0.243; 0.380; 21.403; 63.711; -21.108; 172.5; 9.6; 111.0; 27.7; 315.64; 22.90; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1099.00; 638.00; 1092.00; 1607.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
412873; 99976; 112.07; 25.0; -1.350; -0.824; 5.031; -0.108; 0.264; 0.362; 21.403; 63.711; -21.108; 172.4; 9.8; 110.8; 27.7; 330.37; 23.43; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1100.00; 1100.00; 640.00; 1093.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
412973; 99992; 110.72; 25.0; -2.117; 0.819; 5.931; -0.178; 0.243; 0.312; 21.403; 63.711; -21.108; 173.0; 10.2; 110.7; 27.7; 308.27; 22.63; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1100.00; 644.00; 1093.00; 1599.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
413073; 99994; 110.56; 25.0; -1.580; 1.245; 5.898; 0.023; 0.236; 0.259; 21.403; 63.711; -21.108; 173.9; 10.4; 110.7; 27.7; 312.48; 22.78; 19.2; 12; 2025-05-13; 10:20:39; 51.934937; 4.202150; 365.830688; -90.691643; 149.6; 0.00; 1099.00; 1099.00; 641.00; 1086.00; 1600.00; 1100.00; 600.00; 599.00; 0.00; 0.00; 
413173; 99994; 110.62; 25.0; -1.657; 0.000; 6.496; 0.103; 0.211; 0.236; 21.403; 63.711; -21.108; 174.2; 10.5; 110.5; 27.7; 241.99; 20.05; 19.2; 12; 2025-05-13; 10:20:40; 51.934814; 4.201843; 344.737488; -104.643684; 149.6; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1598.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
413273; 99993; 110.65; 25.0; -1.939; -1.140; 5.740; 0.500; 0.211; 0.195; 21.403; 63.711; -21.108; 174.0; 10.8; 110.2; 27.7; 277.76; 21.48; 19.2; 12; 2025-05-13; 10:20:40; 51.934814; 4.201843; 344.737488; -104.643684; 144.7; 0.00; 1100.00; 1100.00; 639.00; 1086.00; 1600.00; 1099.00; 599.00; 599.00; 0.00; 0.00; 
