Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; Angle [deg]; Ch0; Ch1; Ch2; Ch3; Ch4; Ch5; Ch6; Ch7; Ch8; Ch9; 
298837; 101324; -0.70; 28.2; -0.546; 0.024; 9.753; 0.022; 0.004; -0.002; 28.832; 10.116; 4.290; -180.0; 3.0; 160.2; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:45; 51.935535; 4.194976; -126.588585; -24.067318; 7.8; 0.00; 1099.00; 1099.00; 645.00; 1085.00; 1599.00; 1598.00; 600.00; 598.00; 0.00; 0.00; 
298858; 101324; -0.70; 28.2; -0.694; -0.230; 9.666; 0.016; 0.002; -0.007; 27.063; 10.471; 3.604; 180.0; 3.1; 160.2; 31.7; -48.40; 8.97; 23.1; 12; 2025-05-13; 10:18:45; 51.935535; 4.194976; -126.588585; -24.067318; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1599.00; 1598.00; 600.00; 598.00; 0.00; 0.00; 
298957; 101327; -0.96; 28.2; -0.623; 0.038; 9.748; -0.017; 0.000; -0.009; 27.063; 10.471; 3.604; 180.0; 3.1; 160.1; 31.6; -48.40; 8.97; 23.1; 12; 2025-05-13; 10:18:45; 51.935535; 4.194976; -126.588585; -24.067318; 7.8; 0.00; 1099.00; 1099.00; 639.00; 1084.00; 1599.00; 1599.00; 599.00; 600.00; 0.00; 0.00; 
299057; 101328; -1.05; 28.2; -0.646; 0.402; 9.815; -0.004; 0.000; -0.005; 27.063; 10.471; 3.604; -179.9; 3.2; 160.1; 31.6; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:45; 51.935535; 4.194976; -126.588585; -24.067318; 7.8; 0.00; 1100.00; 1102.00; 642.00; 1083.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
299157; 101328; -1.08; 28.2; -0.623; 0.019; 9.834; 0.020; 0.006; -0.006; 27.063; 10.471; 3.604; -179.9; 3.2; 160.0; 31.7; -53.66; 9.44; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1079.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
299257; 101327; -1.02; 28.2; -0.656; 0.096; 9.762; -0.001; 0.000; -0.013; 27.063; 10.471; 3.604; -179.9; 3.2; 160.0; 31.6; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1082.00; 1599.00; 1600.00; 599.00; 599.00; 0.00; 0.00; 
299357; 101328; -1.05; 28.2; -0.623; 0.057; 9.757; 0.074; -0.001; -0.007; 26.886; 10.293; 3.432; -179.8; 3.2; 159.9; 31.7; -48.40; 8.97; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1598.00; 1600.00; 600.00; 600.00; 0.00; 0.00; 
299457; 101326; -0.88; 28.2; -0.613; 0.019; 9.863; 0.033; 0.000; 0.000; 26.886; 10.293; 3.432; -179.8; 3.3; 159.9; 31.7; -51.55; 9.25; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1100.00; 643.00; 1085.00; 1598.00; 1599.00; 600.00; 599.00; 0.00; 0.00; 
299557; 101326; -0.91; 28.2; -0.642; -0.215; 9.705; 0.009; 0.001; -0.004; 26.886; 10.293; 3.432; -179.9; 3.3; 159.8; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1100.00; 1102.00; 643.00; 1084.00; 1602.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
299657; 101329; -1.17; 28.2; -0.747; 0.029; 9.671; -0.005; 0.004; -0.007; 26.886; 10.293; 3.432; -179.9; 3.3; 159.8; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1096.00; 1099.00; 643.00; 1084.00; 1597.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
299757; 101330; -1.25; 28.2; -0.613; 0.043; 9.690; 0.013; 0.002; -0.003; 26.886; 10.293; 3.432; -179.9; 3.4; 159.8; 31.6; -31.56; 7.24; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1094.00; 1599.00; 1600.00; 600.00; 600.00; 0.00; 0.00; 
299857; 101330; -1.23; 28.2; -0.646; -0.139; 9.762; 0.003; 0.002; -0.005; 27.240; 10.648; 2.746; -179.9; 3.4; 159.7; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1103.00; 644.00; 1085.00; 1599.00; 1600.00; 599.00; 600.00; 0.00; 0.00; 
299957; 101332; -1.42; 28.2; -0.608; 0.010; 9.748; 0.003; 0.001; -0.007; 27.240; 10.648; 2.746; -179.9; 3.4; 159.7; 31.7; -48.40; 8.97; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1100.00; 1101.00; 644.00; 1084.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300057; 101327; -0.98; 28.2; -0.618; 0.105; 9.786; 0.004; 0.002; 0.002; 27.240; 10.648; 2.746; -179.9; 3.4; 159.6; 31.6; -58.92; 9.89; 23.1; 12; 2025-05-13; 10:18:46; 51.935535; 4.194975; -126.611443; -24.160158; 7.8; 0.00; 1099.00; 1100.00; 644.00; 1086.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300157; 101327; -0.96; 28.2; -0.618; -0.239; 9.805; 0.000; 0.002; -0.007; 27.240; 10.648; 2.746; -180.0; 3.4; 159.6; 31.7; -53.66; 9.44; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1084.00; 1598.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300257; 101327; -1.01; 28.2; -0.680; 0.057; 9.757; 0.007; 0.005; -0.004; 27.240; 10.648; 2.746; -180.0; 3.4; 159.5; 31.7; -53.66; 9.44; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 644.00; 1085.00; 1599.00; 1599.00; 600.00; 600.00; 0.00; 0.00; 
300357; 101326; -0.89; 28.2; -0.623; -0.019; 9.743; 0.010; 0.002; -0.001; 27.240; 10.648; 2.746; -180.0; 3.5; 159.5; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1102.00; 643.00; 1083.00; 1598.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300457; 101330; -1.21; 28.2; -0.584; 0.125; 9.844; 0.006; 0.003; -0.010; 27.240; 10.648; 2.746; -179.9; 3.5; 159.5; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1100.00; 1100.00; 643.00; 1085.00; 1600.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300557; 101330; -1.21; 28.2; -0.651; 0.000; 9.757; 0.001; 0.002; -0.007; 27.240; 10.648; 2.746; -179.9; 3.5; 159.4; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300657; 101330; -1.27; 28.2; -0.632; 0.062; 9.714; 0.002; 0.000; -0.002; 27.240; 10.648; 2.746; -179.9; 3.5; 159.4; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1084.00; 1602.00; 1600.00; 599.00; 599.00; 0.00; 0.00; 
300757; 101327; -0.95; 28.2; -0.656; 0.048; 9.681; 0.009; 0.000; -0.004; 27.240; 10.648; 2.746; -179.9; 3.5; 159.4; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 627.00; 1087.00; 1600.00; 1599.00; 599.00; 600.00; 0.00; 0.00; 
300857; 101327; -0.98; 28.2; -0.627; 0.081; 9.719; 0.014; 0.004; -0.007; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -53.66; 9.44; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1100.00; 1100.00; 643.00; 1086.00; 1601.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
300957; 101328; -1.06; 28.2; -0.560; 0.038; 9.733; 0.019; -0.001; -0.006; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1100.00; 640.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301057; 101327; -0.97; 28.2; -0.627; -0.010; 9.863; 0.022; 0.003; -0.004; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:47; 51.935535; 4.194974; -126.680069; -24.160158; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1600.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301157; 101327; -1.02; 28.2; -0.623; -0.024; 9.719; 0.006; 0.003; -0.011; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.8; 0.00; 1099.00; 1100.00; 644.00; 1083.00; 1597.00; 1599.00; 600.00; 600.00; 0.00; 0.00; 
301257; 101328; -1.08; 28.2; -0.608; 0.072; 9.781; 0.012; 0.004; -0.003; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301357; 101328; -1.09; 28.2; -0.546; 0.043; 9.805; 0.013; 0.004; -0.005; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1100.00; 1102.00; 644.00; 1085.00; 1597.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301457; 101327; -0.98; 28.2; -0.536; -0.038; 9.786; -0.006; 0.005; -0.007; 27.063; 10.471; 4.290; -179.9; 3.5; 159.3; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1099.00; 643.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301557; 101329; -1.15; 28.2; -0.642; 0.134; 9.676; 0.004; 0.001; -0.001; 27.063; 10.471; 4.290; -179.8; 3.5; 159.2; 31.6; -51.55; 9.25; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1100.00; 642.00; 1085.00; 1598.00; 1600.00; 599.00; 599.00; 0.00; 0.00; 
301657; 101328; -1.10; 28.2; -0.637; -0.096; 9.733; 0.015; 0.000; -0.003; 27.063; 10.471; 4.290; -179.9; 3.5; 159.2; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1099.00; 644.00; 1084.00; 1598.00; 1595.00; 599.00; 600.00; 0.00; 0.00; 
301757; 101327; -0.95; 28.2; -0.608; -0.010; 9.666; 0.009; 0.003; -0.005; 27.063; 10.471; 4.290; -179.9; 3.5; 159.2; 31.7; -43.14; 8.46; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1099.00; 643.00; 1084.00; 1598.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301857; 101330; -1.26; 28.2; -0.656; 0.000; 9.642; -0.009; 0.000; -0.010; 27.063; 10.471; 4.290; -179.9; 3.5; 159.2; 31.7; -44.19; 8.57; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1102.00; 642.00; 1085.00; 1597.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
301957; 101330; -1.22; 28.2; -0.632; 0.120; 9.729; 0.021; 0.001; -0.004; 27.063; 10.471; 4.290; -179.9; 3.6; 159.2; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1101.00; 644.00; 1086.00; 1600.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
302057; 101329; -1.14; 28.2; -0.603; 0.000; 9.776; 0.027; 0.005; -0.006; 27.063; 10.471; 4.290; -179.9; 3.6; 159.2; 31.7; -48.40; 8.97; 23.1; 12; 2025-05-13; 10:18:48; 51.935535; 4.194974; -126.714386; -24.141567; 7.9; 0.00; 1099.00; 1103.00; 642.00; 1084.00; 1600.00; 1600.00; 600.00; 600.00; 0.00; 0.00; 
302157; 101328; -1.08; 28.2; -0.646; -0.014; 9.743; -0.002; 0.003; 0.001; 27.063; 10.471; 4.290; -179.9; 3.6; 159.2; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.9; 0.00; 1099.00; 1102.00; 644.00; 1085.00; 1598.00; 1599.00; 599.00; 600.00; 0.00; 0.00; 
302257; 101329; -1.12; 28.2; -0.632; 0.125; 9.690; -0.017; 0.002; -0.003; 28.478; 9.406; 1.888; -179.8; 3.6; 159.3; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1100.00; 1102.00; 644.00; 1085.00; 1600.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
302357; 101328; -1.05; 28.2; -0.642; 0.014; 9.844; 0.022; 0.005; -0.010; 28.478; 9.406; 1.888; -179.8; 3.6; 159.4; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1118.00; 1100.00; 643.00; 1083.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
302457; 101327; -1.00; 28.2; -0.579; -0.134; 9.839; 0.005; 0.004; -0.012; 28.478; 9.406; 1.888; -179.9; 3.6; 159.5; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1078.00; 1099.00; 644.00; 1085.00; 1599.00; 1600.00; 599.00; 599.00; 0.00; 0.00; 
302557; 101327; -0.98; 28.2; -0.551; 0.115; 9.695; 0.003; 0.002; -0.003; 28.478; 9.406; 1.888; -179.9; 3.6; 159.7; 31.7; -44.19; 8.57; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1600.00; 1600.00; 600.00; 600.00; 0.00; 0.00; 
302657; 101327; -0.99; 28.2; -0.603; -0.062; 9.729; 0.034; 0.003; -0.002; 28.478; 9.406; 1.888; -179.9; 3.6; 159.8; 31.7; -53.66; 9.44; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1085.00; 1597.00; 1599.00; 599.00; 600.00; 0.00; 0.00; 
302757; 101326; -0.94; 28.2; -0.608; -0.129; 9.772; 0.017; 0.006; -0.012; 28.124; 8.341; 2.574; -179.9; 3.6; 159.9; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1100.00; 1099.00; 643.00; 1082.00; 1611.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
302857; 101328; -1.05; 28.2; -0.632; 0.120; 9.791; -0.010; 0.003; -0.006; 28.124; 8.341; 2.574; -179.9; 3.6; 160.1; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1099.00; 1102.00; 644.00; 1084.00; 1598.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
302957; 101326; -0.87; 28.2; -0.627; -0.029; 9.729; 0.013; 0.006; 0.002; 28.124; 8.341; 2.574; -179.9; 3.6; 160.3; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1099.00; 1101.00; 642.00; 1085.00; 1600.00; 1600.00; 600.00; 600.00; 0.00; 0.00; 
303057; 101326; -0.91; 28.2; -0.627; 0.014; 9.729; 0.005; 0.004; -0.003; 28.124; 8.341; 2.574; -179.9; 3.6; 160.5; 31.6; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:49; 51.935535; 4.194973; -126.771561; -24.197227; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1083.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303157; 101328; -1.04; 28.3; -0.623; 0.072; 9.614; 0.001; 0.006; -0.010; 28.124; 8.341; 2.574; -179.9; 3.6; 160.6; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1100.00; 1100.00; 641.00; 1081.00; 1605.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303257; 101329; -1.17; 28.3; -0.632; 0.038; 9.647; 0.004; -0.001; -0.003; 28.124; 8.341; 2.574; -179.9; 3.6; 160.8; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1100.00; 645.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303357; 101329; -1.14; 28.3; -0.627; 0.034; 9.891; -0.007; 0.003; -0.001; 28.124; 8.341; 2.574; -179.9; 3.6; 160.9; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1084.00; 1599.00; 1600.00; 600.00; 599.00; 0.00; 0.00; 
303457; 101329; -1.12; 28.3; -0.666; 0.115; 9.733; 0.014; 0.004; -0.003; 28.124; 8.341; 2.574; -179.9; 3.6; 161.0; 31.7; -46.29; 8.77; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1101.00; 643.00; 1086.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303557; 101331; -1.30; 28.3; -0.642; 0.072; 9.748; 0.007; 0.004; -0.002; 28.124; 8.341; 2.574; -179.9; 3.6; 161.2; 31.7; -51.55; 9.25; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1099.00; 642.00; 1086.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303657; 101330; -1.22; 28.3; -0.555; 0.029; 9.719; -0.007; 0.003; -0.006; 28.124; 8.341; 2.574; -179.9; 3.6; 161.3; 31.7; -44.19; 8.57; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1100.00; 1101.00; 643.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303757; 101331; -1.32; 28.3; -0.728; 0.268; 9.695; 0.017; -0.001; -0.003; 28.124; 8.341; 2.574; -179.8; 3.6; 161.4; 31.7; -51.55; 9.25; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1101.00; 644.00; 1083.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
303857; 101330; -1.24; 28.3; -0.661; 0.005; 9.642; 0.015; 0.004; -0.007; 28.124; 8.341; 2.574; -179.8; 3.6; 161.5; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1100.00; 645.00; 1085.00; 1598.00; 1600.00; 599.00; 600.00; 0.00; 0.00; 
303957; 101329; -1.17; 28.3; -0.646; 0.139; 9.705; -0.007; 0.002; -0.007; 28.124; 8.341; 2.574; -179.8; 3.6; 161.6; 31.7; -53.66; 9.44; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1084.00; 1599.00; 1599.00; 599.00; 600.00; 0.00; 0.00; 
304057; 101330; -1.22; 28.3; -0.656; 0.215; 9.666; 0.001; 0.003; -0.004; 28.124; 8.341; 2.574; -179.7; 3.7; 161.7; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:50; 51.935535; 4.194973; -126.760170; -24.289955; 7.8; 0.00; 1100.00; 1099.00; 650.00; 1082.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
304157; 101328; -1.10; 28.3; -0.675; 0.230; 9.757; 0.014; 0.003; -0.006; 28.124; 8.341; 2.574; -179.7; 3.7; 161.8; 31.7; -48.40; 8.97; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1099.00; 1099.00; 644.00; 1086.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
304257; 101330; -1.21; 28.3; -0.747; 0.072; 9.623; 0.006; 0.006; -0.007; 28.124; 8.341; 2.574; -179.7; 3.7; 161.9; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1099.00; 1099.00; 643.00; 1086.00; 1601.00; 1599.00; 600.00; 599.00; 0.00; 0.00; 
304357; 101328; -1.06; 28.3; -0.651; 0.096; 9.733; -0.010; 0.007; 0.000; 28.124; 8.341; 2.574; -179.7; 3.7; 162.0; 31.7; -55.76; 9.62; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1100.00; 1099.00; 642.00; 1086.00; 1599.00; 1599.00; 600.00; 600.00; 0.00; 0.00; 
304457; 101329; -1.12; 28.3; -0.632; 0.192; 9.666; 0.022; 0.005; -0.002; 28.124; 8.341; 2.574; -179.6; 3.7; 162.1; 31.7; -56.81; 9.71; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1100.00; 1099.00; 644.00; 1087.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
304557; 101330; -1.22; 28.3; -0.742; 0.062; 9.657; 0.019; 0.004; -0.009; 28.124; 8.341; 2.574; -179.6; 3.8; 162.1; 31.7; -56.81; 9.71; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1100.00; 1100.00; 643.00; 1085.00; 1598.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
304657; 101332; -1.38; 28.3; -0.661; 0.177; 9.590; 0.015; 0.000; 0.002; 25.825; 7.454; 4.805; -179.6; 3.8; 162.2; 31.7; -44.19; 8.57; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1099.00; 1100.00; 646.00; 1084.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
304757; 101330; -1.20; 28.3; -0.670; 0.057; 9.709; 0.018; 0.002; 0.000; 25.825; 7.454; 4.805; -179.6; 3.8; 162.3; 31.7; -44.19; 8.57; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1099.00; 1100.00; 642.00; 1085.00; 1597.00; 1600.00; 600.00; 599.00; 0.00; 0.00; 
304857; 101330; -1.24; 28.3; -0.675; -0.077; 9.709; 0.014; 0.003; -0.007; 25.825; 7.454; 4.805; -179.7; 3.8; 162.4; 31.7; -41.03; 8.26; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1099.00; 1100.00; 646.00; 1084.00; 1598.00; 1599.00; 599.00; 600.00; 0.00; 0.00; 
304957; 101329; -1.12; 28.3; -0.618; -0.005; 9.647; 0.015; 0.003; -0.011; 25.825; 7.454; 4.805; -179.7; 3.8; 162.5; 31.7; -39.98; 8.15; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1100.00; 1101.00; 645.00; 1085.00; 1599.00; 1599.00; 599.00; 599.00; 0.00; 0.00; 
305057; 101327; -0.95; 28.3; -0.651; 0.110; 9.681; 0.021; 0.007; -0.003; 25.825; 7.454; 4.805; -179.7; 3.8; 162.6; 31.7; -37.88; 7.93; 23.1; 12; 2025-05-13; 10:18:51; 51.935535; 4.194973; -126.771561; -24.327137; 7.8; 0.00; 1099.00; 1101.00; 643.00; 1087.00; 1600.00; 1600.00; 599.00; 600.00; 0.00; 0.00; 
305157; 101331; -1.29; 28.3; -0.651; 0.057; 9.724; 0.011; 0.002; -0.007; 25.825; 7.454; 4.805; -179.7; 3.8; 162.6; 31.7; -47.35; 8.87; 23.1; 12; 2025-05-13; 10:18:52; 51.935535; 4.194972; -126.863113; -24.345615; 7.8; 0.00; 1099.00; 1099.00; 646.00; 1084.00; 1597.00; 1600.00; 600.00; 600.00; 0.00; 0.00; 
305257; 101329; -1.14; 28.3; -0.584; 0.101; 9.729; 0.013; 0.003; -0.004; 25.825; 7.454; 4.805; -179.7; 3.7; 162.7; 31.7; -41.03; 8.26; 23.1; 12; 2025-05-13; 10:18:52; 51.935535; 4.194972; -126.863113; -24.345615; 7.7; 0.00; 1099.00; 1101.00; 643.00; 1086.00; 1599.00; 1599.00; 600.00; 600.00; 0.00; 0.00; 
